CMDLINE ./run.sh
MEM 0.828125 1764294070.2688
MEM 0.828125 1764294070.3701
MEM 0.828125 1764294070.4750
MEM 0.828125 1764294070.5802
MEM 0.828125 1764294070.6856
MEM 0.828125 1764294070.7908
MEM 0.828125 1764294070.8962
MEM 0.828125 1764294070.9995
MEM 0.828125 1764294071.1013
MEM 0.828125 1764294071.2064
MEM 0.828125 1764294071.3082
MEM 0.828125 1764294071.4105
MEM 0.828125 1764294071.5157
MEM 0.828125 1764294071.6162
MEM 0.828125 1764294071.7213
MEM 0.828125 1764294071.8264
MEM 0.828125 1764294071.9315
MEM 0.828125 1764294072.0338
MEM 0.828125 1764294072.1389
MEM 0.828125 1764294072.2440
MEM 0.828125 1764294072.3478
MEM 0.828125 1764294072.4496
MEM 0.828125 1764294072.5548
MEM 0.828125 1764294072.6582
MEM 0.828125 1764294072.7595
MEM 0.828125 1764294072.8646
MEM 0.828125 1764294072.9678
MEM 0.828125 1764294073.0729
MEM 0.828125 1764294073.1780
MEM 0.828125 1764294073.2831
MEM 0.828125 1764294073.3883
MEM 0.828125 1764294073.4912
MEM 0.828125 1764294073.5963
MEM 0.828125 1764294073.6996
MEM 0.828125 1764294073.8047
MEM 0.828125 1764294073.9079
MEM 0.828125 1764294074.0130
MEM 0.828125 1764294074.1163
MEM 0.828125 1764294074.2202
MEM 0.828125 1764294074.3253
MEM 0.828125 1764294074.4269
MEM 0.828125 1764294074.5321
MEM 0.828125 1764294074.6373
MEM 0.828125 1764294074.7380
MEM 0.828125 1764294074.8394
MEM 0.828125 1764294074.9411
MEM 0.828125 1764294075.0419
MEM 0.828125 1764294075.1428
MEM 0.828125 1764294075.2431
MEM 0.828125 1764294075.3483
MEM 0.828125 1764294075.4516
MEM 0.828125 1764294075.5567
MEM 0.828125 1764294075.6575
MEM 0.828125 1764294075.7579
MEM 0.828125 1764294075.8630
MEM 0.828125 1764294075.9652
MEM 0.828125 1764294076.0667
MEM 0.828125 1764294076.1715
MEM 0.828125 1764294076.2757
MEM 0.828125 1764294076.3809
MEM 0.828125 1764294076.4860
MEM 0.828125 1764294076.5912
MEM 0.828125 1764294076.6963
MEM 0.828125 1764294076.7968
MEM 0.828125 1764294076.8996
MEM 0.828125 1764294077.0048
MEM 0.828125 1764294077.1058
MEM 0.828125 1764294077.2076
MEM 0.828125 1764294077.3128
MEM 0.828125 1764294077.4138
MEM 0.828125 1764294077.5140
MEM 0.828125 1764294077.6178
MEM 0.828125 1764294077.7180
MEM 0.828125 1764294077.8198
MEM 0.828125 1764294077.9203
MEM 0.828125 1764294078.0247
MEM 0.828125 1764294078.1299
MEM 0.828125 1764294078.2322
MEM 0.828125 1764294078.3374
MEM 0.828125 1764294078.4425
MEM 0.828125 1764294078.5452
MEM 0.828125 1764294078.6454
MEM 0.828125 1764294078.7457
MEM 0.812500 1764294078.8467
MEM 0.812500 1764294078.9470
MEM 0.812500 1764294079.0522
MEM 0.796875 1764294079.1544
MEM 0.796875 1764294079.2596
MEM 0.796875 1764294079.3614
MEM 0.796875 1764294079.4621
MEM 0.796875 1764294079.5673
MEM 0.781250 1764294079.6681
MEM 0.781250 1764294079.7684
MEM 0.781250 1764294079.8723
MEM 0.781250 1764294079.9725
MEM 0.781250 1764294080.0728
MEM 0.781250 1764294080.1738
MEM 0.781250 1764294080.2783
MEM 0.781250 1764294080.3802
MEM 0.781250 1764294080.4853
MEM 0.781250 1764294080.5872
MEM 0.781250 1764294080.6923
MEM 0.781250 1764294080.7980
MEM 0.781250 1764294080.8983
MEM 0.781250 1764294081.0001
MEM 0.781250 1764294081.1039
MEM 0.796875 1764294081.2081
MEM 0.796875 1764294081.3114
MEM 0.796875 1764294081.4133
MEM 0.796875 1764294081.5185
MEM 0.796875 1764294081.6195
MEM 0.796875 1764294081.7211
MEM 0.796875 1764294081.8219
MEM 0.796875 1764294081.9237
MEM 0.796875 1764294082.0258
MEM 0.796875 1764294082.1289
MEM 0.796875 1764294082.2297
MEM 0.796875 1764294082.3344
MEM 0.796875 1764294082.4350
MEM 0.781250 1764294082.5401
MEM 0.765625 1764294082.6452
MEM 0.375000 1764294082.7489
MEM 0.375000 1764294082.8496
MEM 0.375000 1764294082.9511
MEM 0.375000 1764294083.0533
MEM 0.375000 1764294083.1584
MEM 0.375000 1764294083.2637
MEM 0.375000 1764294083.3640
MEM 0.328125 1764294083.4642
MEM 0.328125 1764294083.5646
MEM 0.328125 1764294083.6688
MEM 0.328125 1764294083.7699
MEM 0.328125 1764294083.8750
MEM 0.328125 1764294083.9789
MEM 0.312500 1764294084.0832
MEM 0.312500 1764294084.1835
MEM 0.312500 1764294084.2933
MEM 0.312500 1764294084.3985
MEM 0.312500 1764294084.5012
MEM 0.312500 1764294084.6063
MEM 0.312500 1764294084.7115
MEM 0.312500 1764294084.8139
MEM 0.312500 1764294084.9190
MEM 0.312500 1764294085.0250
MEM 0.312500 1764294085.1291
MEM 0.312500 1764294085.2338
MEM 0.312500 1764294085.3390
MEM 0.312500 1764294085.4436
MEM 0.312500 1764294085.5459
MEM 0.328125 1764294085.6509
MEM 0.328125 1764294085.7531
MEM 0.328125 1764294085.8556
MEM 0.328125 1764294085.9609
MEM 0.328125 1764294086.0668
MEM 0.328125 1764294086.1671
MEM 0.328125 1764294086.2679
MEM 0.328125 1764294086.3719
MEM 0.328125 1764294086.4770
MEM 0.328125 1764294086.5822
MEM 0.328125 1764294086.6876
MEM 0.328125 1764294086.7927
MEM 0.328125 1764294086.8980
MEM 0.328125 1764294087.0009
MEM 0.328125 1764294087.1018
MEM 0.328125 1764294087.2024
MEM 0.328125 1764294087.3070
MEM 0.328125 1764294087.4124
MEM 0.328125 1764294087.5177
MEM 0.328125 1764294087.6217
MEM 0.328125 1764294087.7264
MEM 0.328125 1764294087.8297
MEM 0.328125 1764294087.9350
MEM 0.328125 1764294088.0368
MEM 0.328125 1764294088.1374
MEM 0.328125 1764294088.2425
MEM 0.328125 1764294088.3477
MEM 0.328125 1764294088.4528
MEM 0.328125 1764294088.5554
MEM 0.328125 1764294088.6605
MEM 0.328125 1764294088.7629
MEM 0.328125 1764294088.8637
MEM 0.328125 1764294088.9689
MEM 0.328125 1764294089.0740
MEM 0.328125 1764294089.1757
MEM 0.328125 1764294089.2808
MEM 0.328125 1764294089.3831
MEM 0.328125 1764294089.4882
MEM 0.328125 1764294089.5929
MEM 0.328125 1764294089.6971
MEM 0.328125 1764294089.8022
MEM 0.328125 1764294089.9073
MEM 0.328125 1764294090.0126
MEM 0.328125 1764294090.1177
MEM 0.328125 1764294090.2228
MEM 0.328125 1764294090.3280
MEM 0.328125 1764294090.4331
MEM 0.328125 1764294090.5346
MEM 0.328125 1764294090.6376
MEM 0.328125 1764294090.7413
MEM 0.328125 1764294090.8422
MEM 0.328125 1764294090.9473
MEM 0.328125 1764294091.0496
MEM 0.328125 1764294091.1547
MEM 0.328125 1764294091.2580
MEM 0.328125 1764294091.3632
MEM 0.328125 1764294091.4683
MEM 0.328125 1764294091.5734
MEM 0.328125 1764294091.6765
MEM 0.328125 1764294091.7817
MEM 0.328125 1764294091.8848
MEM 0.328125 1764294091.9901
MEM 0.328125 1764294092.0953
MEM 0.328125 1764294092.1987
MEM 0.328125 1764294092.2996
MEM 0.328125 1764294092.4009
MEM 0.328125 1764294092.5060
MEM 0.328125 1764294092.6080
MEM 0.328125 1764294092.7131
MEM 0.328125 1764294092.8181
MEM 0.328125 1764294092.9232
MEM 0.328125 1764294093.0283
MEM 0.328125 1764294093.1334
MEM 0.328125 1764294093.2374
MEM 0.328125 1764294093.3420
MEM 0.328125 1764294093.4458
MEM 0.328125 1764294093.5504
MEM 0.328125 1764294093.6540
MEM 0.328125 1764294093.7591
MEM 0.328125 1764294093.8643
MEM 0.328125 1764294093.9694
MEM 0.328125 1764294094.0745
MEM 0.328125 1764294094.1790
MEM 0.328125 1764294094.2841
MEM 0.328125 1764294094.3874
MEM 0.328125 1764294094.4926
MEM 0.328125 1764294094.5978
MEM 0.328125 1764294094.6996
MEM 0.328125 1764294094.8039
MEM 0.328125 1764294094.9090
MEM 0.328125 1764294095.0135
MEM 0.328125 1764294095.1187
MEM 0.328125 1764294095.2237
MEM 0.328125 1764294095.3289
MEM 0.328125 1764294095.4297
MEM 0.328125 1764294095.5307
MEM 0.328125 1764294095.6358
MEM 0.328125 1764294095.7372
MEM 0.328125 1764294095.8416
MEM 0.328125 1764294095.9456
MEM 0.328125 1764294096.0507
MEM 0.328125 1764294096.1558
MEM 0.328125 1764294096.2599
MEM 0.328125 1764294096.3622
MEM 0.328125 1764294096.4674
MEM 0.328125 1764294096.5725
MEM 0.328125 1764294096.6776
MEM 0.328125 1764294096.7806
MEM 0.328125 1764294096.8858
MEM 0.328125 1764294096.9910
MEM 0.328125 1764294097.0914
MEM 0.328125 1764294097.1965
MEM 0.328125 1764294097.2997
MEM 0.328125 1764294097.4049
MEM 0.328125 1764294097.5055
MEM 0.328125 1764294097.6081
MEM 0.328125 1764294097.7133
MEM 0.328125 1764294097.8185
MEM 0.328125 1764294097.9237
MEM 0.328125 1764294098.0288
MEM 0.328125 1764294098.1339
MEM 0.328125 1764294098.2363
MEM 0.328125 1764294098.3372
MEM 0.328125 1764294098.4423
MEM 0.328125 1764294098.5455
MEM 0.328125 1764294098.6507
MEM 0.328125 1764294098.7558
MEM 0.328125 1764294098.8593
MEM 0.328125 1764294098.9644
MEM 0.328125 1764294099.0695
MEM 0.328125 1764294099.1722
MEM 0.328125 1764294099.2773
MEM 0.328125 1764294099.3825
MEM 0.328125 1764294099.4872
MEM 0.328125 1764294099.5924
MEM 0.328125 1764294099.6964
MEM 0.328125 1764294099.8015
MEM 0.328125 1764294099.9039
MEM 0.328125 1764294100.0090
MEM 0.328125 1764294100.1141
MEM 0.328125 1764294100.2192
MEM 0.328125 1764294100.3244
MEM 0.328125 1764294100.4286
MEM 0.328125 1764294100.5338
MEM 0.328125 1764294100.6383
MEM 0.328125 1764294100.7434
MEM 0.328125 1764294100.8486
MEM 0.328125 1764294100.9538
MEM 0.328125 1764294101.0572
MEM 0.328125 1764294101.1621
MEM 0.328125 1764294101.2633
MEM 0.328125 1764294101.3684
MEM 0.328125 1764294101.4735
MEM 0.328125 1764294101.5787
MEM 0.328125 1764294101.6839
MEM 0.328125 1764294101.7887
MEM 0.328125 1764294101.8938
MEM 0.328125 1764294101.9955
MEM 0.328125 1764294102.0978
MEM 0.328125 1764294102.2030
MEM 0.328125 1764294102.3080
MEM 0.328125 1764294102.4122
MEM 0.328125 1764294102.5173
MEM 0.328125 1764294102.6207
MEM 0.328125 1764294102.7258
MEM 0.328125 1764294102.8289
MEM 0.328125 1764294102.9339
MEM 0.328125 1764294103.0371
MEM 0.328125 1764294103.1389
MEM 0.328125 1764294103.2440
MEM 0.328125 1764294103.3454
MEM 0.328125 1764294103.4505
MEM 0.328125 1764294103.5538
MEM 0.328125 1764294103.6588
MEM 0.328125 1764294103.7621
MEM 0.328125 1764294103.8639
MEM 0.328125 1764294103.9689
MEM 0.328125 1764294104.0705
MEM 0.328125 1764294104.1755
MEM 0.328125 1764294104.2806
MEM 0.328125 1764294104.3857
MEM 0.328125 1764294104.4908
MEM 0.328125 1764294104.5959
MEM 0.328125 1764294104.7010
MEM 0.328125 1764294104.8061
MEM 0.328125 1764294104.9113
MEM 0.328125 1764294105.0164
MEM 0.328125 1764294105.1215
MEM 0.328125 1764294105.2266
MEM 0.328125 1764294105.3318
MEM 0.328125 1764294105.4369
MEM 0.328125 1764294105.5420
MEM 0.328125 1764294105.6472
MEM 0.328125 1764294105.7478
MEM 0.328125 1764294105.8529
MEM 0.328125 1764294105.9532
MEM 0.328125 1764294106.0538
MEM 0.328125 1764294106.1589
MEM 0.328125 1764294106.2639
MEM 0.328125 1764294106.3689
MEM 0.328125 1764294106.4707
MEM 0.328125 1764294106.5758
MEM 0.328125 1764294106.6789
MEM 0.328125 1764294106.7841
MEM 0.328125 1764294106.8873
MEM 0.328125 1764294106.9923
MEM 0.328125 1764294107.0973
MEM 0.328125 1764294107.2024
MEM 0.328125 1764294107.3039
MEM 0.328125 1764294107.4090
MEM 0.328125 1764294107.5140
MEM 0.328125 1764294107.6191
MEM 0.328125 1764294107.7206
MEM 0.328125 1764294107.8257
MEM 0.328125 1764294107.9310
MEM 0.328125 1764294108.0331
MEM 0.328125 1764294108.1382
MEM 0.328125 1764294108.2416
MEM 0.328125 1764294108.3469
MEM 0.328125 1764294108.4522
MEM 0.328125 1764294108.5551
MEM 0.328125 1764294108.6580
MEM 0.328125 1764294108.7632
MEM 0.328125 1764294108.8665
MEM 0.328125 1764294108.9716
MEM 0.328125 1764294109.0747
MEM 0.328125 1764294109.1799
MEM 0.328125 1764294109.2851
MEM 0.328125 1764294109.3903
MEM 0.328125 1764294109.4954
MEM 0.328125 1764294109.5998
MEM 0.328125 1764294109.7015
MEM 0.328125 1764294109.8066
MEM 0.328125 1764294109.9117
MEM 0.328125 1764294110.0168
MEM 0.328125 1764294110.1220
MEM 0.328125 1764294110.2271
MEM 0.328125 1764294110.3322
MEM 0.328125 1764294110.4373
MEM 0.328125 1764294110.5415
MEM 0.328125 1764294110.6466
MEM 0.328125 1764294110.7480
MEM 0.328125 1764294110.8531
MEM 0.328125 1764294110.9582
MEM 0.328125 1764294111.0633
MEM 0.328125 1764294111.1682
MEM 0.328125 1764294111.2733
MEM 0.328125 1764294111.3747
MEM 0.328125 1764294111.4799
MEM 0.328125 1764294111.5851
MEM 0.328125 1764294111.6859
MEM 0.328125 1764294111.7911
MEM 0.328125 1764294111.8914
MEM 0.328125 1764294111.9966
MEM 0.328125 1764294112.1017
MEM 0.328125 1764294112.2068
MEM 0.328125 1764294112.3120
MEM 0.328125 1764294112.4167
MEM 0.328125 1764294112.5219
MEM 0.328125 1764294112.6271
MEM 0.328125 1764294112.7322
MEM 0.328125 1764294112.8347
MEM 0.328125 1764294112.9399
MEM 0.328125 1764294113.0415
MEM 0.328125 1764294113.1467
MEM 0.328125 1764294113.2518
MEM 0.328125 1764294113.3569
MEM 0.328125 1764294113.4589
MEM 0.328125 1764294113.5641
MEM 0.328125 1764294113.6695
MEM 0.328125 1764294113.7726
MEM 0.328125 1764294113.8748
MEM 0.328125 1764294113.9799
MEM 0.328125 1764294114.0851
MEM 0.328125 1764294114.1902
MEM 0.328125 1764294114.2915
MEM 0.328125 1764294114.3966
MEM 0.328125 1764294114.4997
MEM 0.328125 1764294114.6016
MEM 0.328125 1764294114.7068
MEM 0.328125 1764294114.8119
MEM 0.328125 1764294114.9165
MEM 0.328125 1764294115.0216
MEM 0.328125 1764294115.1267
MEM 0.328125 1764294115.2319
MEM 0.328125 1764294115.3365
MEM 0.328125 1764294115.4414
MEM 0.328125 1764294115.5432
MEM 0.328125 1764294115.6484
MEM 0.328125 1764294115.7537
MEM 0.328125 1764294115.8581
MEM 0.328125 1764294115.9582
MEM 0.328125 1764294116.0608
MEM 0.328125 1764294116.1656
MEM 0.328125 1764294116.2707
MEM 0.328125 1764294116.3746
MEM 0.328125 1764294116.4797
MEM 0.328125 1764294116.5831
MEM 0.328125 1764294116.6883
MEM 0.328125 1764294116.7932
MEM 0.328125 1764294116.8984
MEM 0.328125 1764294117.0035
MEM 0.328125 1764294117.1081
MEM 0.328125 1764294117.2133
MEM 0.328125 1764294117.3166
MEM 0.328125 1764294117.4218
MEM 0.328125 1764294117.5248
MEM 0.328125 1764294117.6299
MEM 0.328125 1764294117.7351
MEM 0.328125 1764294117.8402
MEM 0.328125 1764294117.9453
MEM 0.328125 1764294118.0504
MEM 0.328125 1764294118.1556
MEM 0.328125 1764294118.2606
MEM 0.328125 1764294118.3657
MEM 0.328125 1764294118.4708
MEM 0.328125 1764294118.5768
MEM 0.328125 1764294118.6819
MEM 0.328125 1764294118.7849
MEM 0.328125 1764294118.8900
MEM 0.328125 1764294118.9951
MEM 0.328125 1764294119.1002
MEM 0.328125 1764294119.2025
MEM 0.328125 1764294119.3077
MEM 0.328125 1764294119.4128
MEM 0.328125 1764294119.5179
MEM 0.328125 1764294119.6197
MEM 0.328125 1764294119.7248
MEM 0.328125 1764294119.8299
MEM 0.328125 1764294119.9335
MEM 0.328125 1764294120.0346
MEM 0.328125 1764294120.1397
MEM 0.328125 1764294120.2449
MEM 0.328125 1764294120.3501
MEM 0.328125 1764294120.4526
MEM 0.328125 1764294120.5578
MEM 0.328125 1764294120.6629
MEM 0.328125 1764294120.7665
MEM 0.328125 1764294120.8717
MEM 0.328125 1764294120.9768
MEM 0.328125 1764294121.0819
MEM 0.328125 1764294121.1869
MEM 0.328125 1764294121.2913
MEM 0.328125 1764294121.3951
MEM 0.328125 1764294121.4995
MEM 0.328125 1764294121.6016
MEM 0.328125 1764294121.7035
MEM 0.328125 1764294121.8086
MEM 0.328125 1764294121.9134
MEM 0.328125 1764294122.0186
MEM 0.328125 1764294122.1238
MEM 0.328125 1764294122.2260
MEM 0.328125 1764294122.3311
MEM 0.328125 1764294122.4358
MEM 0.328125 1764294122.5409
MEM 0.328125 1764294122.6456
MEM 0.328125 1764294122.7482
MEM 0.328125 1764294122.8533
MEM 0.328125 1764294122.9584
MEM 0.328125 1764294123.0623
MEM 0.328125 1764294123.1674
MEM 0.328125 1764294123.2724
MEM 0.328125 1764294123.3775
MEM 0.328125 1764294123.4779
MEM 0.328125 1764294123.5807
MEM 0.328125 1764294123.6857
MEM 0.328125 1764294123.7908
MEM 0.328125 1764294123.8960
MEM 0.328125 1764294124.0010
MEM 0.328125 1764294124.1061
MEM 0.328125 1764294124.2112
MEM 0.328125 1764294124.3163
MEM 0.328125 1764294124.4190
MEM 0.328125 1764294124.5200
MEM 0.328125 1764294124.6251
MEM 0.328125 1764294124.7302
MEM 0.328125 1764294124.8307
MEM 0.328125 1764294124.9358
MEM 0.328125 1764294125.0409
MEM 0.328125 1764294125.1457
MEM 0.328125 1764294125.2499
MEM 0.328125 1764294125.3550
MEM 0.328125 1764294125.4582
MEM 0.328125 1764294125.5633
MEM 0.328125 1764294125.6665
MEM 0.328125 1764294125.7716
MEM 0.328125 1764294125.8743
MEM 0.328125 1764294125.9749
MEM 0.328125 1764294126.0800
MEM 0.328125 1764294126.1841
MEM 0.328125 1764294126.2874
MEM 0.328125 1764294126.3915
MEM 0.328125 1764294126.4967
MEM 0.328125 1764294126.6010
MEM 0.312500 1764294126.7038
MEM 0.312500 1764294126.8040
MEM 0.312500 1764294126.9091
MEM 0.312500 1764294127.0121
MEM 0.312500 1764294127.1124
MEM 0.312500 1764294127.2163
MEM 0.312500 1764294127.3165
MEM 0.312500 1764294127.4191
MEM 0.312500 1764294127.5243
MEM 0.312500 1764294127.6294
MEM 0.312500 1764294127.7346
MEM 0.312500 1764294127.8392
MEM 0.312500 1764294127.9432
MEM 0.312500 1764294128.0484
MEM 0.312500 1764294128.1536
MEM 0.312500 1764294128.2587
MEM 0.312500 1764294128.3624
MEM 0.312500 1764294128.4676
MEM 0.312500 1764294128.5727
MEM 0.312500 1764294128.6748
MEM 0.312500 1764294128.7800
MEM 0.312500 1764294128.8832
MEM 0.312500 1764294128.9883
MEM 0.312500 1764294129.0916
MEM 0.312500 1764294129.1971
MEM 0.312500 1764294129.3023
MEM 0.312500 1764294129.4056
MEM 0.312500 1764294129.5082
MEM 0.312500 1764294129.6134
MEM 0.312500 1764294129.7165
MEM 0.312500 1764294129.8217
MEM 0.312500 1764294129.9269
MEM 0.312500 1764294130.0320
MEM 0.312500 1764294130.1332
MEM 0.312500 1764294130.2383
MEM 0.312500 1764294130.3415
MEM 0.312500 1764294130.4467
MEM 0.312500 1764294130.5518
MEM 0.312500 1764294130.6564
MEM 0.312500 1764294130.7600
MEM 0.312500 1764294130.8651
MEM 0.312500 1764294130.9663
MEM 0.312500 1764294131.0665
MEM 0.312500 1764294131.1676
MEM 0.312500 1764294131.2695
MEM 0.312500 1764294131.3744
MEM 0.312500 1764294131.4748
MEM 0.312500 1764294131.5800
MEM 0.312500 1764294131.6832
MEM 0.312500 1764294131.7850
MEM 0.312500 1764294131.8900
MEM 0.312500 1764294131.9952
MEM 0.312500 1764294132.1003
MEM 0.312500 1764294132.2055
MEM 0.312500 1764294132.3106
MEM 0.312500 1764294132.4159
MEM 0.312500 1764294132.5210
MEM 0.312500 1764294132.6261
MEM 0.312500 1764294132.7313
MEM 0.312500 1764294132.8351
MEM 0.312500 1764294132.9402
MEM 0.312500 1764294133.0453
MEM 0.312500 1764294133.1505
MEM 0.312500 1764294133.2556
MEM 0.312500 1764294133.3582
MEM 0.312500 1764294133.4634
MEM 0.312500 1764294133.5665
MEM 0.312500 1764294133.6716
MEM 0.312500 1764294133.7768
MEM 0.312500 1764294133.8820
MEM 0.312500 1764294133.9833
MEM 0.312500 1764294134.0851
MEM 0.312500 1764294134.1902
MEM 0.312500 1764294134.2955
MEM 0.312500 1764294134.4007
MEM 0.312500 1764294134.5090
MEM 0.312500 1764294134.6119
MEM 0.312500 1764294134.7171
MEM 0.312500 1764294134.8223
MEM 0.312500 1764294134.9249
MEM 0.312500 1764294135.0301
MEM 0.312500 1764294135.1352
MEM 0.312500 1764294135.2404
MEM 0.312500 1764294135.3456
MEM 0.312500 1764294135.4508
MEM 0.312500 1764294135.5542
MEM 0.312500 1764294135.6594
MEM 0.312500 1764294135.7597
MEM 0.312500 1764294135.8649
MEM 0.312500 1764294135.9700
MEM 0.312500 1764294136.0708
MEM 0.312500 1764294136.1759
MEM 0.312500 1764294136.2811
MEM 0.312500 1764294136.3862
MEM 0.312500 1764294136.4874
MEM 0.312500 1764294136.5925
MEM 0.312500 1764294136.6976
MEM 0.312500 1764294136.8027
MEM 0.312500 1764294136.9040
MEM 0.312500 1764294137.0058
MEM 0.312500 1764294137.1109
MEM 0.312500 1764294137.2124
MEM 0.312500 1764294137.3175
MEM 0.312500 1764294137.4207
MEM 0.312500 1764294137.5259
MEM 0.312500 1764294137.6310
MEM 0.312500 1764294137.7361
MEM 0.312500 1764294137.8412
MEM 0.312500 1764294137.9458
MEM 0.312500 1764294138.0475
MEM 0.312500 1764294138.1526
MEM 0.312500 1764294138.2578
MEM 0.312500 1764294138.3629
MEM 0.312500 1764294138.4656
MEM 0.312500 1764294138.5707
MEM 0.312500 1764294138.6738
MEM 0.312500 1764294138.7789
MEM 0.312500 1764294138.8840
MEM 0.312500 1764294138.9892
MEM 0.312500 1764294139.0944
MEM 0.312500 1764294139.1996
MEM 0.312500 1764294139.3047
MEM 0.312500 1764294139.4098
MEM 0.312500 1764294139.5150
MEM 0.312500 1764294139.6201
MEM 0.312500 1764294139.7252
MEM 0.312500 1764294139.8306
MEM 0.312500 1764294139.9344
MEM 0.312500 1764294140.0374
MEM 0.312500 1764294140.1392
MEM 0.312500 1764294140.2442
MEM 0.312500 1764294140.3475
MEM 0.312500 1764294140.4516
MEM 0.312500 1764294140.5537
MEM 0.312500 1764294140.6588
MEM 0.312500 1764294140.7639
MEM 0.328125 1764294140.8649
MEM 0.328125 1764294140.9702
MEM 0.328125 1764294141.0734
MEM 0.328125 1764294141.1772
MEM 0.328125 1764294141.2799
MEM 0.328125 1764294141.3845
MEM 0.328125 1764294141.4848
MEM 0.328125 1764294141.5900
MEM 0.328125 1764294141.6952
MEM 0.328125 1764294141.7976
MEM 0.328125 1764294141.9028
MEM 0.328125 1764294142.0039
MEM 0.328125 1764294142.1041
MEM 0.328125 1764294142.2093
MEM 0.328125 1764294142.3144
MEM 0.328125 1764294142.4196
MEM 0.328125 1764294142.5248
MEM 0.328125 1764294142.6290
MEM 0.328125 1764294142.7310
MEM 0.328125 1764294142.8360
MEM 0.328125 1764294142.9411
MEM 0.328125 1764294143.0457
MEM 0.328125 1764294143.1475
MEM 0.328125 1764294143.2526
MEM 0.328125 1764294143.3573
MEM 0.328125 1764294143.4624
MEM 0.328125 1764294143.5675
MEM 0.328125 1764294143.6727
MEM 0.328125 1764294143.7749
MEM 0.328125 1764294143.8800
MEM 0.328125 1764294143.9807
MEM 0.328125 1764294144.0832
MEM 0.328125 1764294144.1883
MEM 0.328125 1764294144.2915
MEM 0.328125 1764294144.3967
MEM 0.328125 1764294144.5007
MEM 0.328125 1764294144.6059
MEM 0.328125 1764294144.7084
MEM 0.328125 1764294144.8136
MEM 0.328125 1764294144.9187
MEM 0.328125 1764294145.0228
MEM 0.328125 1764294145.1280
MEM 0.328125 1764294145.2299
MEM 0.328125 1764294145.3333
MEM 0.328125 1764294145.4384
MEM 0.328125 1764294145.5433
