CMDLINE ./run.sh
MEM 0.312500 1764294085.1717
MEM 0.312500 1764294085.2758
MEM 0.312500 1764294085.3778
MEM 0.312500 1764294085.4830
MEM 0.328125 1764294085.5872
MEM 0.328125 1764294085.6924
MEM 0.328125 1764294085.7955
MEM 0.328125 1764294085.9008
MEM 0.328125 1764294086.0032
MEM 0.328125 1764294086.1076
MEM 0.328125 1764294086.2097
MEM 0.328125 1764294086.3117
MEM 0.328125 1764294086.4169
MEM 0.328125 1764294086.5221
MEM 0.328125 1764294086.6272
MEM 0.328125 1764294086.7323
MEM 0.328125 1764294086.8382
MEM 0.328125 1764294086.9407
MEM 0.328125 1764294087.0445
MEM 0.328125 1764294087.1491
MEM 0.328125 1764294087.2529
MEM 0.328125 1764294087.3542
MEM 0.328125 1764294087.4593
MEM 0.328125 1764294087.5634
MEM 0.328125 1764294087.6638
MEM 0.328125 1764294087.7672
MEM 0.328125 1764294087.8707
MEM 0.328125 1764294087.9759
MEM 0.328125 1764294088.0812
MEM 0.328125 1764294088.1864
MEM 0.328125 1764294088.2915
MEM 0.328125 1764294088.3967
MEM 0.328125 1764294088.4998
MEM 0.328125 1764294088.6050
MEM 0.328125 1764294088.7101
MEM 0.328125 1764294088.8138
MEM 0.328125 1764294088.9161
MEM 0.328125 1764294089.0213
MEM 0.328125 1764294089.1232
MEM 0.328125 1764294089.2283
MEM 0.328125 1764294089.3331
MEM 0.328125 1764294089.4349
MEM 0.328125 1764294089.5401
MEM 0.328125 1764294089.6424
MEM 0.328125 1764294089.7461
MEM 0.328125 1764294089.8497
MEM 0.328125 1764294089.9506
MEM 0.328125 1764294090.0552
MEM 0.328125 1764294090.1580
MEM 0.328125 1764294090.2631
MEM 0.328125 1764294090.3672
MEM 0.328125 1764294090.4723
MEM 0.328125 1764294090.5775
MEM 0.328125 1764294090.6826
MEM 0.328125 1764294090.7848
MEM 0.328125 1764294090.8898
MEM 0.328125 1764294090.9950
MEM 0.328125 1764294091.0996
MEM 0.328125 1764294091.2048
MEM 0.328125 1764294091.3099
MEM 0.328125 1764294091.4134
MEM 0.328125 1764294091.5185
MEM 0.328125 1764294091.6236
MEM 0.328125 1764294091.7287
MEM 0.328125 1764294091.8330
MEM 0.328125 1764294091.9381
MEM 0.328125 1764294092.0413
MEM 0.328125 1764294092.1432
MEM 0.328125 1764294092.2461
MEM 0.328125 1764294092.3512
MEM 0.328125 1764294092.4564
MEM 0.328125 1764294092.5598
MEM 0.328125 1764294092.6650
MEM 0.328125 1764294092.7663
MEM 0.328125 1764294092.8714
MEM 0.328125 1764294092.9755
MEM 0.328125 1764294093.0789
MEM 0.328125 1764294093.1791
MEM 0.328125 1764294093.2842
MEM 0.328125 1764294093.3844
MEM 0.328125 1764294093.4895
MEM 0.328125 1764294093.5946
MEM 0.328125 1764294093.6998
MEM 0.328125 1764294093.8040
MEM 0.328125 1764294093.9092
MEM 0.328125 1764294094.0144
MEM 0.328125 1764294094.1196
MEM 0.328125 1764294094.2247
MEM 0.328125 1764294094.3298
MEM 0.328125 1764294094.4350
MEM 0.328125 1764294094.5373
MEM 0.328125 1764294094.6425
MEM 0.328125 1764294094.7458
MEM 0.328125 1764294094.8510
MEM 0.328125 1764294094.9561
MEM 0.328125 1764294095.0590
MEM 0.328125 1764294095.1635
MEM 0.328125 1764294095.2686
MEM 0.328125 1764294095.3737
MEM 0.328125 1764294095.4749
MEM 0.328125 1764294095.5789
MEM 0.328125 1764294095.6840
MEM 0.328125 1764294095.7890
MEM 0.328125 1764294095.8942
MEM 0.328125 1764294095.9967
MEM 0.328125 1764294096.1019
MEM 0.328125 1764294096.2038
MEM 0.328125 1764294096.3090
MEM 0.328125 1764294096.4141
MEM 0.328125 1764294096.5170
MEM 0.328125 1764294096.6205
MEM 0.328125 1764294096.7256
MEM 0.328125 1764294096.8289
MEM 0.328125 1764294096.9321
MEM 0.328125 1764294097.0333
MEM 0.328125 1764294097.1384
MEM 0.328125 1764294097.2414
MEM 0.328125 1764294097.3465
MEM 0.328125 1764294097.4497
MEM 0.328125 1764294097.5548
MEM 0.328125 1764294097.6600
MEM 0.328125 1764294097.7622
MEM 0.328125 1764294097.8674
MEM 0.328125 1764294097.9680
MEM 0.328125 1764294098.0705
MEM 0.328125 1764294098.1757
MEM 0.328125 1764294098.2790
MEM 0.328125 1764294098.3841
MEM 0.328125 1764294098.4873
MEM 0.328125 1764294098.5925
MEM 0.328125 1764294098.6947
MEM 0.328125 1764294098.7999
MEM 0.328125 1764294098.9050
MEM 0.328125 1764294099.0057
MEM 0.328125 1764294099.1108
MEM 0.328125 1764294099.2159
MEM 0.328125 1764294099.3205
MEM 0.328125 1764294099.4257
MEM 0.328125 1764294099.5293
MEM 0.328125 1764294099.6344
MEM 0.328125 1764294099.7372
MEM 0.328125 1764294099.8424
MEM 0.328125 1764294099.9456
MEM 0.328125 1764294100.0507
MEM 0.328125 1764294100.1558
MEM 0.328125 1764294100.2609
MEM 0.328125 1764294100.3660
MEM 0.328125 1764294100.4711
MEM 0.328125 1764294100.5717
MEM 0.328125 1764294100.6753
MEM 0.328125 1764294100.7805
MEM 0.328125 1764294100.8855
MEM 0.328125 1764294100.9907
MEM 0.328125 1764294101.0958
MEM 0.328125 1764294101.1960
MEM 0.328125 1764294101.3011
MEM 0.328125 1764294101.4050
MEM 0.328125 1764294101.5101
MEM 0.328125 1764294101.6121
MEM 0.328125 1764294101.7172
MEM 0.328125 1764294101.8204
MEM 0.328125 1764294101.9217
MEM 0.328125 1764294102.0268
MEM 0.328125 1764294102.1318
MEM 0.328125 1764294102.2369
MEM 0.328125 1764294102.3420
MEM 0.328125 1764294102.4471
MEM 0.328125 1764294102.5472
MEM 0.328125 1764294102.6509
MEM 0.328125 1764294102.7556
MEM 0.328125 1764294102.8607
MEM 0.328125 1764294102.9621
MEM 0.328125 1764294103.0672
MEM 0.328125 1764294103.1705
MEM 0.328125 1764294103.2714
MEM 0.328125 1764294103.3765
MEM 0.328125 1764294103.4788
MEM 0.328125 1764294103.5806
MEM 0.328125 1764294103.6856
MEM 0.328125 1764294103.7889
MEM 0.328125 1764294103.8939
MEM 0.328125 1764294103.9955
MEM 0.328125 1764294104.1006
MEM 0.328125 1764294104.2056
MEM 0.328125 1764294104.3107
MEM 0.328125 1764294104.4158
MEM 0.328125 1764294104.5209
MEM 0.328125 1764294104.6260
MEM 0.328125 1764294104.7311
MEM 0.328125 1764294104.8362
MEM 0.328125 1764294104.9372
MEM 0.328125 1764294105.0423
MEM 0.328125 1764294105.1455
MEM 0.328125 1764294105.2506
MEM 0.328125 1764294105.3557
MEM 0.328125 1764294105.4608
MEM 0.328125 1764294105.5659
MEM 0.328125 1764294105.6710
MEM 0.328125 1764294105.7761
MEM 0.328125 1764294105.8812
MEM 0.328125 1764294105.9863
MEM 0.328125 1764294106.0913
MEM 0.328125 1764294106.1964
MEM 0.328125 1764294106.3014
MEM 0.328125 1764294106.4040
MEM 0.328125 1764294106.5092
MEM 0.328125 1764294106.6122
MEM 0.328125 1764294106.7174
MEM 0.328125 1764294106.8177
MEM 0.328125 1764294106.9228
MEM 0.328125 1764294107.0260
MEM 0.328125 1764294107.1289
MEM 0.328125 1764294107.2340
MEM 0.328125 1764294107.3392
MEM 0.328125 1764294107.4443
MEM 0.328125 1764294107.5494
MEM 0.328125 1764294107.6544
MEM 0.328125 1764294107.7596
MEM 0.328125 1764294107.8647
MEM 0.328125 1764294107.9664
MEM 0.328125 1764294108.0716
MEM 0.328125 1764294108.1722
MEM 0.328125 1764294108.2748
MEM 0.328125 1764294108.3798
MEM 0.328125 1764294108.4850
MEM 0.328125 1764294108.5902
MEM 0.328125 1764294108.6914
MEM 0.328125 1764294108.7966
MEM 0.328125 1764294108.8994
MEM 0.328125 1764294109.0045
MEM 0.328125 1764294109.1096
MEM 0.328125 1764294109.2148
MEM 0.328125 1764294109.3200
MEM 0.328125 1764294109.4251
MEM 0.328125 1764294109.5302
MEM 0.328125 1764294109.6353
MEM 0.328125 1764294109.7404
MEM 0.328125 1764294109.8454
MEM 0.328125 1764294109.9505
MEM 0.328125 1764294110.0556
MEM 0.328125 1764294110.1606
MEM 0.328125 1764294110.2657
MEM 0.328125 1764294110.3707
MEM 0.328125 1764294110.4758
MEM 0.328125 1764294110.5808
MEM 0.328125 1764294110.6831
MEM 0.328125 1764294110.7882
MEM 0.328125 1764294110.8919
MEM 0.328125 1764294110.9970
MEM 0.328125 1764294111.1015
MEM 0.328125 1764294111.2066
MEM 0.328125 1764294111.3080
MEM 0.328125 1764294111.4132
MEM 0.328125 1764294111.5182
MEM 0.328125 1764294111.6233
MEM 0.328125 1764294111.7283
MEM 0.328125 1764294111.8331
MEM 0.328125 1764294111.9382
MEM 0.328125 1764294112.0432
MEM 0.328125 1764294112.1483
MEM 0.328125 1764294112.2497
MEM 0.328125 1764294112.3548
MEM 0.328125 1764294112.4586
MEM 0.328125 1764294112.5610
MEM 0.328125 1764294112.6624
MEM 0.328125 1764294112.7676
MEM 0.328125 1764294112.8690
MEM 0.328125 1764294112.9742
MEM 0.328125 1764294113.0748
MEM 0.328125 1764294113.1799
MEM 0.328125 1764294113.2831
MEM 0.328125 1764294113.3883
MEM 0.328125 1764294113.4933
MEM 0.328125 1764294113.5984
MEM 0.328125 1764294113.7035
MEM 0.328125 1764294113.8087
MEM 0.328125 1764294113.9099
MEM 0.328125 1764294114.0151
MEM 0.328125 1764294114.1202
MEM 0.328125 1764294114.2219
MEM 0.328125 1764294114.3270
MEM 0.328125 1764294114.4322
MEM 0.328125 1764294114.5373
MEM 0.328125 1764294114.6425
MEM 0.328125 1764294114.7476
MEM 0.328125 1764294114.8527
MEM 0.328125 1764294114.9577
MEM 0.328125 1764294115.0581
MEM 0.328125 1764294115.1632
MEM 0.328125 1764294115.2683
MEM 0.328125 1764294115.3734
MEM 0.328125 1764294115.4787
MEM 0.328125 1764294115.5838
MEM 0.328125 1764294115.6849
MEM 0.328125 1764294115.7900
MEM 0.328125 1764294115.8952
MEM 0.328125 1764294115.9998
MEM 0.328125 1764294116.1038
MEM 0.328125 1764294116.2082
MEM 0.328125 1764294116.3133
MEM 0.328125 1764294116.4182
MEM 0.328125 1764294116.5233
MEM 0.328125 1764294116.6248
MEM 0.328125 1764294116.7298
MEM 0.328125 1764294116.8349
MEM 0.328125 1764294116.9401
MEM 0.328125 1764294117.0415
MEM 0.328125 1764294117.1432
MEM 0.328125 1764294117.2469
MEM 0.328125 1764294117.3507
MEM 0.328125 1764294117.4558
MEM 0.328125 1764294117.5581
MEM 0.328125 1764294117.6632
MEM 0.328125 1764294117.7665
MEM 0.328125 1764294117.8717
MEM 0.328125 1764294117.9765
MEM 0.328125 1764294118.0766
MEM 0.328125 1764294118.1805
MEM 0.328125 1764294118.2820
MEM 0.328125 1764294118.3831
MEM 0.328125 1764294118.4882
MEM 0.328125 1764294118.5932
MEM 0.328125 1764294118.6983
MEM 0.328125 1764294118.7997
MEM 0.328125 1764294118.9048
MEM 0.328125 1764294119.0081
MEM 0.328125 1764294119.1098
MEM 0.328125 1764294119.2149
MEM 0.328125 1764294119.3165
MEM 0.328125 1764294119.4215
MEM 0.328125 1764294119.5266
MEM 0.328125 1764294119.6317
MEM 0.328125 1764294119.7349
MEM 0.328125 1764294119.8400
MEM 0.328125 1764294119.9425
MEM 0.328125 1764294120.0476
MEM 0.328125 1764294120.1528
MEM 0.328125 1764294120.2579
MEM 0.328125 1764294120.3581
MEM 0.328125 1764294120.4632
MEM 0.328125 1764294120.5684
MEM 0.328125 1764294120.6712
MEM 0.328125 1764294120.7763
MEM 0.328125 1764294120.8765
MEM 0.328125 1764294120.9816
MEM 0.328125 1764294121.0831
MEM 0.328125 1764294121.1862
MEM 0.328125 1764294121.2913
MEM 0.328125 1764294121.3915
MEM 0.328125 1764294121.4932
MEM 0.328125 1764294121.5984
MEM 0.328125 1764294121.7035
MEM 0.328125 1764294121.8082
MEM 0.328125 1764294121.9134
MEM 0.328125 1764294122.0186
MEM 0.328125 1764294122.1238
MEM 0.328125 1764294122.2288
MEM 0.328125 1764294122.3311
MEM 0.328125 1764294122.4358
MEM 0.328125 1764294122.5409
MEM 0.328125 1764294122.6430
MEM 0.328125 1764294122.7482
MEM 0.328125 1764294122.8515
MEM 0.328125 1764294122.9541
MEM 0.328125 1764294123.0593
MEM 0.328125 1764294123.1623
MEM 0.328125 1764294123.2647
MEM 0.328125 1764294123.3698
MEM 0.328125 1764294123.4707
MEM 0.328125 1764294123.5757
MEM 0.328125 1764294123.6807
MEM 0.328125 1764294123.7809
MEM 0.328125 1764294123.8860
MEM 0.328125 1764294123.9912
MEM 0.328125 1764294124.0957
MEM 0.328125 1764294124.2008
MEM 0.328125 1764294124.3058
MEM 0.328125 1764294124.4109
MEM 0.328125 1764294124.5123
MEM 0.328125 1764294124.6175
MEM 0.328125 1764294124.7226
MEM 0.328125 1764294124.8278
MEM 0.328125 1764294124.9329
MEM 0.328125 1764294125.0380
MEM 0.328125 1764294125.1391
MEM 0.328125 1764294125.2545
MEM 0.328125 1764294125.3572
MEM 0.328125 1764294125.4623
MEM 0.328125 1764294125.5673
MEM 0.328125 1764294125.6722
MEM 0.328125 1764294125.7773
MEM 0.328125 1764294125.8801
MEM 0.328125 1764294125.9803
MEM 0.328125 1764294126.0831
MEM 0.328125 1764294126.1882
MEM 0.328125 1764294126.2933
MEM 0.328125 1764294126.3984
MEM 0.328125 1764294126.5034
MEM 0.328125 1764294126.6085
MEM 0.312500 1764294126.7136
MEM 0.312500 1764294126.8155
MEM 0.312500 1764294126.9206
MEM 0.312500 1764294127.0257
MEM 0.312500 1764294127.1308
MEM 0.312500 1764294127.2359
MEM 0.312500 1764294127.3410
MEM 0.312500 1764294127.4458
MEM 0.312500 1764294127.5470
MEM 0.312500 1764294127.6494
MEM 0.312500 1764294127.7546
MEM 0.312500 1764294127.8597
MEM 0.312500 1764294127.9648
MEM 0.312500 1764294128.0699
MEM 0.312500 1764294128.1706
MEM 0.312500 1764294128.2757
MEM 0.312500 1764294128.3781
MEM 0.312500 1764294128.4831
MEM 0.312500 1764294128.5882
MEM 0.312500 1764294128.6897
MEM 0.312500 1764294128.7948
MEM 0.312500 1764294128.8971
MEM 0.312500 1764294129.0022
MEM 0.312500 1764294129.1074
MEM 0.312500 1764294129.2124
MEM 0.312500 1764294129.3165
MEM 0.312500 1764294129.4216
MEM 0.312500 1764294129.5267
MEM 0.312500 1764294129.6319
MEM 0.312500 1764294129.7345
MEM 0.312500 1764294129.8396
MEM 0.312500 1764294129.9414
MEM 0.312500 1764294130.0431
MEM 0.312500 1764294130.1482
MEM 0.312500 1764294130.2521
MEM 0.312500 1764294130.3572
MEM 0.312500 1764294130.4623
MEM 0.312500 1764294130.5666
MEM 0.312500 1764294130.6718
MEM 0.312500 1764294130.7748
MEM 0.312500 1764294130.8799
MEM 0.312500 1764294130.9831
MEM 0.312500 1764294131.0850
MEM 0.312500 1764294131.1901
MEM 0.312500 1764294131.2915
MEM 0.312500 1764294131.3967
MEM 0.312500 1764294131.5018
MEM 0.312500 1764294131.6069
MEM 0.312500 1764294131.7121
MEM 0.312500 1764294131.8171
MEM 0.312500 1764294131.9222
MEM 0.312500 1764294132.0274
MEM 0.312500 1764294132.1325
MEM 0.312500 1764294132.2377
MEM 0.312500 1764294132.3428
MEM 0.312500 1764294132.4480
MEM 0.312500 1764294132.5531
MEM 0.312500 1764294132.6582
MEM 0.312500 1764294132.7633
MEM 0.312500 1764294132.8684
MEM 0.312500 1764294132.9735
MEM 0.312500 1764294133.0786
MEM 0.312500 1764294133.1837
MEM 0.312500 1764294133.2887
MEM 0.312500 1764294133.3938
MEM 0.312500 1764294133.4989
MEM 0.312500 1764294133.5998
MEM 0.312500 1764294133.7017
MEM 0.312500 1764294133.8069
MEM 0.312500 1764294133.9084
MEM 0.312500 1764294134.0135
MEM 0.312500 1764294134.1184
MEM 0.312500 1764294134.2236
MEM 0.312500 1764294134.3249
MEM 0.312500 1764294134.4301
MEM 0.312500 1764294134.5331
MEM 0.312500 1764294134.6383
MEM 0.312500 1764294134.7415
MEM 0.312500 1764294134.8466
MEM 0.312500 1764294134.9516
MEM 0.312500 1764294135.0567
MEM 0.312500 1764294135.1618
MEM 0.312500 1764294135.2669
MEM 0.312500 1764294135.3720
MEM 0.312500 1764294135.4765
MEM 0.312500 1764294135.5817
MEM 0.312500 1764294135.6868
MEM 0.312500 1764294135.7920
MEM 0.312500 1764294135.8973
MEM 0.312500 1764294136.0024
MEM 0.312500 1764294136.1076
MEM 0.312500 1764294136.2123
MEM 0.312500 1764294136.3175
MEM 0.312500 1764294136.4208
MEM 0.312500 1764294136.5259
MEM 0.312500 1764294136.6308
MEM 0.312500 1764294136.7359
MEM 0.312500 1764294136.8374
MEM 0.312500 1764294136.9392
MEM 0.312500 1764294137.0444
MEM 0.312500 1764294137.1495
MEM 0.312500 1764294137.2540
MEM 0.312500 1764294137.3592
MEM 0.312500 1764294137.4624
MEM 0.312500 1764294137.5676
MEM 0.312500 1764294137.6727
MEM 0.312500 1764294137.7779
MEM 0.312500 1764294137.8830
MEM 0.312500 1764294137.9882
MEM 0.312500 1764294138.0933
MEM 0.312500 1764294138.1984
MEM 0.312500 1764294138.3035
MEM 0.312500 1764294138.4071
MEM 0.312500 1764294138.5115
MEM 0.312500 1764294138.6166
MEM 0.312500 1764294138.7208
MEM 0.312500 1764294138.8259
MEM 0.312500 1764294138.9311
MEM 0.312500 1764294139.0362
MEM 0.312500 1764294139.1391
MEM 0.312500 1764294139.2442
MEM 0.312500 1764294139.3493
MEM 0.312500 1764294139.4544
MEM 0.312500 1764294139.5559
MEM 0.312500 1764294139.6610
MEM 0.312500 1764294139.7661
MEM 0.312500 1764294139.8713
MEM 0.312500 1764294139.9764
MEM 0.312500 1764294140.0815
MEM 0.312500 1764294140.1851
MEM 0.312500 1764294140.2874
MEM 0.312500 1764294140.3911
MEM 0.312500 1764294140.4958
MEM 0.312500 1764294140.6002
MEM 0.312500 1764294140.7041
MEM 0.328125 1764294140.8092
MEM 0.328125 1764294140.9143
MEM 0.328125 1764294141.0194
MEM 0.328125 1764294141.1208
MEM 0.328125 1764294141.2262
MEM 0.328125 1764294141.3302
MEM 0.328125 1764294141.4336
MEM 0.328125 1764294141.5374
MEM 0.328125 1764294141.6393
MEM 0.328125 1764294141.7433
MEM 0.328125 1764294141.8461
MEM 0.328125 1764294141.9512
MEM 0.328125 1764294142.0529
MEM 0.328125 1764294142.1580
MEM 0.328125 1764294142.2624
MEM 0.328125 1764294142.3664
MEM 0.328125 1764294142.4708
MEM 0.328125 1764294142.5760
MEM 0.328125 1764294142.6790
MEM 0.328125 1764294142.7841
MEM 0.328125 1764294142.8893
MEM 0.328125 1764294142.9944
MEM 0.328125 1764294143.0957
MEM 0.328125 1764294143.2008
MEM 0.328125 1764294143.3040
MEM 0.328125 1764294143.4077
MEM 0.328125 1764294143.5128
MEM 0.328125 1764294143.6165
MEM 0.328125 1764294143.7216
MEM 0.328125 1764294143.8249
MEM 0.328125 1764294143.9300
MEM 0.328125 1764294144.0335
MEM 0.328125 1764294144.1385
MEM 0.328125 1764294144.2416
MEM 0.328125 1764294144.3466
MEM 0.328125 1764294144.4500
MEM 0.328125 1764294144.5519
MEM 0.328125 1764294144.6572
MEM 0.328125 1764294144.7623
MEM 0.328125 1764294144.8667
MEM 0.328125 1764294144.9718
MEM 0.328125 1764294145.0769
MEM 0.328125 1764294145.1803
MEM 0.328125 1764294145.2854
MEM 0.328125 1764294145.3887
MEM 0.328125 1764294145.4934
MEM 0.328125 1764294145.5985
MEM 0.328125 1764294145.7035
MEM 0.328125 1764294145.8080
MEM 0.328125 1764294145.9130
MEM 0.328125 1764294146.0181
MEM 0.328125 1764294146.1231
MEM 0.328125 1764294146.2281
MEM 0.328125 1764294146.3325
MEM 0.328125 1764294146.4376
MEM 0.328125 1764294146.5427
MEM 0.328125 1764294146.6477
MEM 0.328125 1764294146.7507
MEM 0.328125 1764294146.8525
MEM 0.328125 1764294146.9576
MEM 0.328125 1764294147.0626
MEM 0.328125 1764294147.1652
MEM 0.328125 1764294147.2670
MEM 0.328125 1764294147.3720
MEM 0.328125 1764294147.4734
MEM 0.328125 1764294147.5785
MEM 0.328125 1764294147.6815
MEM 0.328125 1764294147.7832
MEM 0.328125 1764294147.8883
MEM 0.328125 1764294147.9902
MEM 0.328125 1764294148.0952
MEM 0.328125 1764294148.2002
MEM 0.328125 1764294148.3053
MEM 0.328125 1764294148.4080
MEM 0.328125 1764294148.5130
MEM 0.328125 1764294148.6180
MEM 0.328125 1764294148.7224
MEM 0.328125 1764294148.8242
MEM 0.328125 1764294148.9292
MEM 0.328125 1764294149.0329
MEM 0.328125 1764294149.1377
MEM 0.328125 1764294149.2386
MEM 0.328125 1764294149.3400
MEM 0.328125 1764294149.4404
MEM 0.328125 1764294149.5455
MEM 0.328125 1764294149.6476
MEM 0.328125 1764294149.7527
MEM 0.328125 1764294149.8550
MEM 0.328125 1764294149.9601
MEM 0.328125 1764294150.0602
MEM 0.328125 1764294150.1653
MEM 0.328125 1764294150.2704
MEM 0.328125 1764294150.3754
MEM 0.328125 1764294150.4804
MEM 0.328125 1764294150.5815
MEM 0.328125 1764294150.6865
MEM 0.328125 1764294150.7915
MEM 0.328125 1764294150.8961
MEM 0.328125 1764294151.0012
MEM 0.328125 1764294151.1055
MEM 0.328125 1764294151.2099
MEM 0.328125 1764294151.3151
MEM 0.328125 1764294151.4201
MEM 0.328125 1764294151.5252
MEM 0.328125 1764294151.6291
MEM 0.328125 1764294151.7343
MEM 0.328125 1764294151.8367
MEM 0.328125 1764294151.9411
MEM 0.328125 1764294152.0461
MEM 0.328125 1764294152.1496
MEM 0.328125 1764294152.2519
MEM 0.328125 1764294152.3535
MEM 0.328125 1764294152.4585
MEM 0.328125 1764294152.5617
MEM 0.328125 1764294152.6668
MEM 0.328125 1764294152.7699
MEM 0.328125 1764294152.8720
MEM 0.328125 1764294152.9771
MEM 0.328125 1764294153.0822
MEM 0.328125 1764294153.1839
MEM 0.328125 1764294153.2863
MEM 0.328125 1764294153.3871
MEM 0.328125 1764294153.4923
MEM 0.328125 1764294153.5974
MEM 0.328125 1764294153.6977
MEM 0.328125 1764294153.8028
MEM 0.328125 1764294153.9079
MEM 0.328125 1764294154.0129
MEM 0.328125 1764294154.1179
MEM 0.328125 1764294154.2229
MEM 0.328125 1764294154.3274
MEM 0.328125 1764294154.4311
MEM 0.328125 1764294154.5356
MEM 0.328125 1764294154.6406
MEM 0.328125 1764294154.7457
MEM 0.328125 1764294154.8507
MEM 0.328125 1764294154.9557
MEM 0.328125 1764294155.0604
MEM 0.328125 1764294155.1654
MEM 0.328125 1764294155.2705
MEM 0.328125 1764294155.3755
MEM 0.328125 1764294155.4769
MEM 0.328125 1764294155.5819
MEM 0.328125 1764294155.6868
MEM 0.328125 1764294155.7918
MEM 0.328125 1764294155.8933
MEM 0.328125 1764294155.9984
MEM 0.328125 1764294156.1016
MEM 0.328125 1764294156.2053
MEM 0.328125 1764294156.3099
MEM 0.328125 1764294156.4149
MEM 0.328125 1764294156.5200
MEM 0.328125 1764294156.6251
MEM 0.328125 1764294156.7301
MEM 0.328125 1764294156.8352
MEM 0.328125 1764294156.9403
MEM 0.328125 1764294157.0453
MEM 0.328125 1764294157.1505
MEM 0.328125 1764294157.2511
MEM 0.328125 1764294157.3524
MEM 0.328125 1764294157.4575
MEM 0.328125 1764294157.5593
