CMDLINE python3 pipeline.py
MEM 8685.796875 1764810645.3006
MEM 8685.796875 1764810645.4008
MEM 8685.796875 1764810645.5047
MEM 8685.796875 1764810645.6099
MEM 8592.203125 1764810645.7132
MEM 7812.484375 1764810645.8184
MEM 7026.921875 1764810645.9236
MEM 6299.859375 1764810646.0240
MEM 5717.781250 1764810646.1242
MEM 5168.921875 1764810646.2245
MEM 4492.640625 1764810646.3297
MEM 3759.875000 1764810646.4301
MEM 3164.421875 1764810646.5353
MEM 2612.328125 1764810646.6376
MEM 2036.187500 1764810646.7408
MEM 1493.953125 1764810646.8417
MEM 885.593750 1764810646.9435
MEM 231.078125 1764810647.0468
MEM 116.843750 1764810647.1470
MEM 116.828125 1764810647.2484
MEM 116.812500 1764810647.3491
MEM 116.812500 1764810647.4494
MEM 116.765625 1764810647.5503
MEM 116.328125 1764810647.6555
MEM 116.328125 1764810647.7561
MEM 116.328125 1764810647.8591
MEM 116.328125 1764810647.9594
MEM 116.328125 1764810648.0630
MEM 114.906250 1764810648.1643
MEM 112.281250 1764810648.2652
MEM 106.984375 1764810648.3704
MEM 102.234375 1764810648.4756
MEM 101.343750 1764810648.5792
MEM 93.218750 1764810648.6844
MEM 89.828125 1764810648.7895
MEM 89.828125 1764810648.8947
MEM 89.828125 1764810648.9967
MEM 89.828125 1764810649.1018
MEM 89.828125 1764810649.2072
MEM 89.828125 1764810649.3078
MEM 89.828125 1764810649.4127
MEM 89.828125 1764810649.5157
MEM 89.828125 1764810649.6209
MEM 89.828125 1764810649.7262
MEM 89.828125 1764810649.8296
MEM 89.828125 1764810649.9301
MEM 89.828125 1764810650.0352
MEM 89.828125 1764810650.1405
MEM 89.828125 1764810650.2458
MEM 89.828125 1764810650.3511
MEM 89.828125 1764810650.4539
MEM 89.828125 1764810650.5592
MEM 89.828125 1764810650.6635
MEM 89.828125 1764810650.7665
MEM 89.828125 1764810650.8718
MEM 89.828125 1764810650.9740
MEM 89.828125 1764810651.0786
MEM 89.828125 1764810651.1837
MEM 89.828125 1764810651.2888
MEM 89.828125 1764810651.3939
MEM 89.828125 1764810651.4993
MEM 89.828125 1764810651.6044
MEM 89.828125 1764810651.7090
MEM 89.828125 1764810651.8140
MEM 89.828125 1764810651.9179
MEM 89.828125 1764810652.0230
MEM 89.828125 1764810652.1281
MEM 89.828125 1764810652.2332
MEM 89.828125 1764810652.3387
MEM 89.828125 1764810652.4440
MEM 89.828125 1764810652.5451
MEM 89.828125 1764810652.6503
MEM 89.828125 1764810652.7556
MEM 89.828125 1764810652.8600
MEM 89.828125 1764810652.9654
MEM 89.828125 1764810653.0708
MEM 89.828125 1764810653.1749
MEM 89.828125 1764810653.2802
MEM 89.828125 1764810653.3827
MEM 89.828125 1764810653.4849
MEM 89.828125 1764810653.5863
MEM 89.828125 1764810653.6897
MEM 89.828125 1764810653.7926
MEM 89.828125 1764810653.8938
MEM 89.828125 1764810653.9968
MEM 89.828125 1764810654.1022
MEM 89.828125 1764810654.2072
MEM 89.828125 1764810654.3119
MEM 89.828125 1764810654.4136
MEM 89.828125 1764810654.5191
MEM 89.828125 1764810654.6210
MEM 89.828125 1764810654.7216
MEM 89.828125 1764810654.8269
MEM 89.828125 1764810654.9293
MEM 89.828125 1764810655.0302
MEM 89.828125 1764810655.1339
MEM 89.828125 1764810655.2387
MEM 89.828125 1764810655.3436
MEM 89.828125 1764810655.4489
MEM 89.828125 1764810655.5541
MEM 89.828125 1764810655.6545
MEM 89.828125 1764810655.7560
MEM 89.828125 1764810655.8613
MEM 89.828125 1764810655.9634
MEM 89.828125 1764810656.0685
MEM 89.828125 1764810656.1737
MEM 89.828125 1764810656.2789
MEM 89.828125 1764810656.3840
MEM 89.828125 1764810656.4891
MEM 89.828125 1764810656.5941
MEM 89.828125 1764810656.6993
MEM 89.828125 1764810656.8045
MEM 89.828125 1764810656.9096
MEM 89.828125 1764810657.0148
MEM 89.828125 1764810657.1199
MEM 89.828125 1764810657.2251
MEM 89.828125 1764810657.3301
MEM 89.828125 1764810657.4355
MEM 89.828125 1764810657.5375
MEM 89.828125 1764810657.6380
MEM 89.828125 1764810657.7400
MEM 89.828125 1764810657.8410
MEM 89.828125 1764810657.9462
MEM 89.828125 1764810658.0496
MEM 89.828125 1764810658.1500
MEM 89.828125 1764810658.2551
MEM 89.828125 1764810658.3558
MEM 89.828125 1764810658.4599
MEM 89.828125 1764810658.5625
MEM 89.828125 1764810658.6648
MEM 89.828125 1764810658.7688
MEM 89.828125 1764810658.8718
MEM 89.828125 1764810658.9754
MEM 89.828125 1764810659.0807
MEM 89.828125 1764810659.1846
MEM 89.828125 1764810659.2860
MEM 89.828125 1764810659.3906
MEM 89.828125 1764810659.4958
MEM 89.828125 1764810659.6011
MEM 89.828125 1764810659.7063
MEM 89.828125 1764810659.8095
MEM 89.828125 1764810659.9147
MEM 89.828125 1764810660.0200
MEM 89.828125 1764810660.1252
MEM 89.828125 1764810660.2285
MEM 89.828125 1764810660.3298
MEM 89.828125 1764810660.4329
MEM 89.828125 1764810660.5382
MEM 89.828125 1764810660.6436
MEM 89.828125 1764810660.7483
MEM 89.828125 1764810660.8536
MEM 89.828125 1764810660.9584
MEM 89.828125 1764810661.0594
MEM 89.828125 1764810661.1646
MEM 89.828125 1764810661.2699
MEM 89.828125 1764810661.3750
MEM 89.828125 1764810661.4803
MEM 89.828125 1764810661.5853
MEM 89.828125 1764810661.6885
MEM 89.828125 1764810661.7917
MEM 89.828125 1764810661.8968
MEM 89.828125 1764810662.0020
MEM 89.828125 1764810662.1055
MEM 89.828125 1764810662.2085
MEM 89.828125 1764810662.3140
MEM 89.828125 1764810662.4173
MEM 89.828125 1764810662.5218
MEM 89.828125 1764810662.6253
MEM 89.828125 1764810662.7307
MEM 89.828125 1764810662.8333
MEM 89.828125 1764810662.9346
MEM 89.828125 1764810663.0367
MEM 89.828125 1764810663.1420
MEM 89.828125 1764810663.2468
MEM 89.828125 1764810663.3520
MEM 89.828125 1764810663.4571
MEM 89.828125 1764810663.5624
MEM 89.828125 1764810663.6664
MEM 89.828125 1764810663.7675
MEM 89.828125 1764810663.8718
MEM 89.828125 1764810663.9735
MEM 89.828125 1764810664.0746
MEM 89.828125 1764810664.1799
MEM 89.828125 1764810664.2833
MEM 89.828125 1764810664.3872
MEM 89.828125 1764810664.4875
MEM 89.828125 1764810664.5928
MEM 89.828125 1764810664.6954
MEM 89.828125 1764810664.7980
MEM 89.828125 1764810664.9013
MEM 89.828125 1764810665.0053
MEM 89.828125 1764810665.1095
MEM 89.828125 1764810665.2135
MEM 89.828125 1764810665.3141
MEM 89.828125 1764810665.4191
MEM 89.828125 1764810665.5245
MEM 89.828125 1764810665.6293
MEM 89.828125 1764810665.7301
MEM 89.828125 1764810665.8344
MEM 89.828125 1764810665.9373
MEM 89.828125 1764810666.0425
MEM 89.828125 1764810666.1478
MEM 89.828125 1764810666.2520
MEM 89.828125 1764810666.3556
MEM 89.828125 1764810666.4569
MEM 89.828125 1764810666.5613
MEM 89.828125 1764810666.6664
MEM 89.828125 1764810666.7715
MEM 89.828125 1764810666.8758
MEM 89.828125 1764810666.9779
MEM 89.828125 1764810667.0816
MEM 89.828125 1764810667.1853
MEM 89.828125 1764810667.2905
MEM 89.828125 1764810667.3960
MEM 89.828125 1764810667.5014
MEM 89.828125 1764810667.6065
MEM 89.828125 1764810667.7118
MEM 89.828125 1764810667.8133
MEM 89.828125 1764810667.9152
MEM 89.828125 1764810668.0185
MEM 89.828125 1764810668.1236
MEM 89.828125 1764810668.2286
MEM 89.828125 1764810668.3337
MEM 89.828125 1764810668.4390
MEM 89.828125 1764810668.5416
MEM 89.828125 1764810668.6448
MEM 89.828125 1764810668.7475
MEM 89.828125 1764810668.8528
MEM 89.828125 1764810668.9580
MEM 89.828125 1764810669.0632
MEM 89.828125 1764810669.1684
MEM 89.828125 1764810669.2696
MEM 89.828125 1764810669.3748
MEM 89.828125 1764810669.4801
MEM 89.828125 1764810669.5853
MEM 89.828125 1764810669.6884
MEM 89.828125 1764810669.7926
MEM 89.828125 1764810669.8977
MEM 89.828125 1764810670.0031
MEM 89.828125 1764810670.1045
MEM 89.828125 1764810670.2063
MEM 89.828125 1764810670.3114
MEM 89.828125 1764810670.4170
MEM 89.828125 1764810670.5223
MEM 89.828125 1764810670.6259
MEM 89.828125 1764810670.7265
MEM 89.828125 1764810670.8317
MEM 89.828125 1764810670.9370
MEM 89.828125 1764810671.0412
MEM 89.828125 1764810671.1424
MEM 89.828125 1764810671.2477
MEM 89.828125 1764810671.3519
MEM 89.828125 1764810671.4572
MEM 89.828125 1764810671.5588
MEM 89.828125 1764810671.6639
MEM 89.828125 1764810671.7692
MEM 89.828125 1764810671.8734
MEM 89.828125 1764810671.9789
MEM 89.828125 1764810672.0842
MEM 89.828125 1764810672.1883
MEM 89.828125 1764810672.2931
MEM 89.828125 1764810672.3934
MEM 89.828125 1764810672.4988
MEM 89.828125 1764810672.6041
MEM 89.828125 1764810672.7048
MEM 89.828125 1764810672.8091
MEM 89.828125 1764810672.9143
MEM 89.828125 1764810673.0195
MEM 89.828125 1764810673.1217
MEM 89.828125 1764810673.2270
MEM 89.828125 1764810673.3321
MEM 89.828125 1764810673.4373
MEM 89.828125 1764810673.5426
MEM 89.828125 1764810673.6469
MEM 89.828125 1764810673.7521
MEM 89.828125 1764810673.8573
MEM 89.828125 1764810673.9625
MEM 89.828125 1764810674.0677
MEM 89.828125 1764810674.1731
MEM 89.828125 1764810674.2751
MEM 89.828125 1764810674.3801
MEM 89.828125 1764810674.4805
MEM 89.828125 1764810674.5858
MEM 89.828125 1764810674.6892
MEM 89.828125 1764810674.7905
MEM 89.828125 1764810674.8958
MEM 89.828125 1764810675.0011
MEM 89.828125 1764810675.1064
MEM 89.828125 1764810675.2081
MEM 89.828125 1764810675.3133
MEM 89.828125 1764810675.4186
MEM 89.828125 1764810675.5198
MEM 89.828125 1764810675.6217
MEM 89.828125 1764810675.7257
MEM 89.828125 1764810675.8307
MEM 89.828125 1764810675.9318
MEM 89.828125 1764810676.0339
MEM 89.828125 1764810676.1382
MEM 89.828125 1764810676.2435
MEM 89.828125 1764810676.3487
MEM 89.828125 1764810676.4542
MEM 89.828125 1764810676.5595
MEM 89.828125 1764810676.6648
MEM 89.828125 1764810676.7691
MEM 89.828125 1764810676.8707
MEM 89.828125 1764810676.9761
MEM 89.828125 1764810677.0800
MEM 89.828125 1764810677.1832
MEM 89.828125 1764810677.2874
MEM 89.828125 1764810677.3916
MEM 89.828125 1764810677.4963
MEM 89.828125 1764810677.6003
MEM 89.828125 1764810677.7055
MEM 89.828125 1764810677.8088
MEM 89.828125 1764810677.9131
MEM 89.828125 1764810678.0165
MEM 89.828125 1764810678.1217
MEM 89.828125 1764810678.2269
MEM 89.828125 1764810678.3299
MEM 89.828125 1764810678.4352
MEM 89.828125 1764810678.5402
MEM 89.828125 1764810678.6455
MEM 89.828125 1764810678.7472
MEM 89.828125 1764810678.8525
MEM 89.828125 1764810678.9569
MEM 89.828125 1764810679.0577
MEM 89.828125 1764810679.1599
MEM 89.828125 1764810679.2614
MEM 89.828125 1764810679.3667
MEM 89.828125 1764810679.4720
MEM 89.828125 1764810679.5763
MEM 89.828125 1764810679.6787
MEM 89.828125 1764810679.7840
MEM 89.828125 1764810679.8893
MEM 89.828125 1764810679.9947
MEM 89.828125 1764810680.1000
MEM 89.828125 1764810680.2040
MEM 89.828125 1764810680.3082
MEM 89.828125 1764810680.4135
MEM 89.828125 1764810680.5146
MEM 89.828125 1764810680.6178
MEM 89.828125 1764810680.7209
MEM 89.828125 1764810680.8260
MEM 89.828125 1764810680.9298
MEM 89.828125 1764810681.0352
MEM 89.828125 1764810681.1402
MEM 89.828125 1764810681.2457
MEM 89.828125 1764810681.3472
MEM 89.828125 1764810681.4526
MEM 89.828125 1764810681.5577
MEM 89.828125 1764810681.6628
MEM 89.828125 1764810681.7679
MEM 89.828125 1764810681.8715
MEM 89.828125 1764810681.9766
MEM 89.828125 1764810682.0817
MEM 89.828125 1764810682.1838
MEM 89.828125 1764810682.2891
MEM 89.828125 1764810682.3921
MEM 89.828125 1764810682.4973
MEM 89.828125 1764810682.6024
MEM 89.828125 1764810682.7066
MEM 89.828125 1764810682.8116
MEM 89.828125 1764810682.9167
MEM 89.828125 1764810683.0204
MEM 89.828125 1764810683.1255
MEM 89.828125 1764810683.2307
MEM 89.828125 1764810683.3358
MEM 89.828125 1764810683.4409
MEM 89.828125 1764810683.5461
MEM 89.828125 1764810683.6506
MEM 89.828125 1764810683.7557
MEM 89.828125 1764810683.8608
MEM 89.828125 1764810683.9659
MEM 89.828125 1764810684.0673
MEM 89.828125 1764810684.1724
MEM 89.828125 1764810684.2775
MEM 89.828125 1764810684.3826
MEM 89.828125 1764810684.4839
MEM 89.828125 1764810684.5890
MEM 89.828125 1764810684.6941
MEM 89.828125 1764810684.7943
MEM 89.828125 1764810684.8993
MEM 89.828125 1764810685.0005
MEM 89.828125 1764810685.1056
MEM 89.828125 1764810685.2089
MEM 89.828125 1764810685.3139
MEM 89.828125 1764810685.4162
MEM 89.828125 1764810685.5213
MEM 89.828125 1764810685.6264
MEM 89.828125 1764810685.7314
MEM 89.828125 1764810685.8357
MEM 89.828125 1764810685.9407
MEM 89.828125 1764810686.0422
MEM 89.828125 1764810686.1473
MEM 89.828125 1764810686.2506
MEM 89.828125 1764810686.3557
MEM 89.828125 1764810686.4589
MEM 89.828125 1764810686.5640
MEM 89.828125 1764810686.6672
MEM 89.828125 1764810686.7723
MEM 89.828125 1764810686.8760
MEM 89.828125 1764810686.9770
MEM 89.828125 1764810687.0792
MEM 89.828125 1764810687.1830
MEM 89.828125 1764810687.2871
MEM 89.828125 1764810687.3922
MEM 89.828125 1764810687.4973
MEM 89.828125 1764810687.6023
MEM 89.828125 1764810687.7074
MEM 89.828125 1764810687.8101
MEM 89.828125 1764810687.9152
MEM 89.828125 1764810688.0189
MEM 89.828125 1764810688.1237
MEM 89.828125 1764810688.2288
MEM 89.828125 1764810688.3329
MEM 89.828125 1764810688.4339
MEM 89.828125 1764810688.5390
MEM 89.828125 1764810688.6441
MEM 89.828125 1764810688.7492
MEM 89.828125 1764810688.8543
MEM 89.828125 1764810688.9594
MEM 89.828125 1764810689.0645
MEM 89.828125 1764810689.1682
MEM 89.828125 1764810689.2684
MEM 89.828125 1764810689.3736
MEM 89.828125 1764810689.4756
MEM 89.875000 1764810689.5772
MEM 89.875000 1764810689.6816
MEM 89.875000 1764810689.7827
MEM 89.875000 1764810689.8879
MEM 89.875000 1764810689.9930
MEM 89.875000 1764810690.0971
MEM 89.875000 1764810690.1986
MEM 89.875000 1764810690.3005
MEM 89.875000 1764810690.4056
MEM 89.875000 1764810690.5107
MEM 89.875000 1764810690.6158
MEM 89.875000 1764810690.7179
MEM 89.875000 1764810690.8230
MEM 89.875000 1764810690.9281
MEM 89.875000 1764810691.0332
MEM 89.875000 1764810691.1338
MEM 89.875000 1764810691.2389
MEM 89.875000 1764810691.3422
MEM 89.875000 1764810691.4473
MEM 89.875000 1764810691.5524
MEM 89.875000 1764810691.6577
MEM 89.875000 1764810691.7600
MEM 89.875000 1764810691.8601
MEM 89.875000 1764810691.9652
MEM 89.875000 1764810692.0702
MEM 89.875000 1764810692.1754
MEM 89.875000 1764810692.2805
MEM 89.875000 1764810692.3856
MEM 89.875000 1764810692.4907
MEM 89.875000 1764810692.5940
MEM 89.875000 1764810692.6991
MEM 89.875000 1764810692.8042
MEM 89.875000 1764810692.9090
MEM 89.875000 1764810693.0141
MEM 89.875000 1764810693.1172
MEM 89.875000 1764810693.2222
MEM 89.875000 1764810693.3258
MEM 89.875000 1764810693.4309
MEM 89.875000 1764810693.5337
MEM 89.875000 1764810693.6350
MEM 89.875000 1764810693.7401
MEM 89.875000 1764810693.8451
MEM 89.875000 1764810693.9502
MEM 89.875000 1764810694.0533
MEM 89.875000 1764810694.1584
MEM 89.875000 1764810694.2636
MEM 89.875000 1764810694.3687
MEM 89.875000 1764810694.4738
MEM 89.875000 1764810694.5785
MEM 89.875000 1764810694.6836
MEM 89.875000 1764810694.7887
MEM 89.875000 1764810694.8937
MEM 89.875000 1764810694.9988
MEM 89.875000 1764810695.1039
MEM 89.875000 1764810695.2090
MEM 89.875000 1764810695.3094
MEM 89.875000 1764810695.4145
MEM 89.875000 1764810695.5196
MEM 89.875000 1764810695.6247
MEM 89.875000 1764810695.7295
MEM 89.875000 1764810695.8312
MEM 89.875000 1764810695.9363
MEM 89.875000 1764810696.0413
MEM 89.875000 1764810696.1464
MEM 89.875000 1764810696.2515
MEM 89.875000 1764810696.3566
MEM 89.875000 1764810696.4617
MEM 89.875000 1764810696.5668
MEM 89.875000 1764810696.6719
MEM 89.875000 1764810696.7770
MEM 89.875000 1764810696.8821
MEM 89.875000 1764810696.9873
MEM 89.875000 1764810697.0924
MEM 89.875000 1764810697.1975
MEM 89.875000 1764810697.3026
MEM 89.875000 1764810697.4077
MEM 89.875000 1764810697.5129
MEM 89.875000 1764810697.6130
MEM 89.875000 1764810697.7181
MEM 89.875000 1764810697.8233
MEM 89.875000 1764810697.9284
MEM 89.875000 1764810698.0328
MEM 89.875000 1764810698.1379
MEM 89.875000 1764810698.2430
MEM 89.875000 1764810698.3481
MEM 89.875000 1764810698.4532
MEM 89.875000 1764810698.5583
MEM 89.875000 1764810698.6634
MEM 89.875000 1764810698.7685
MEM 89.875000 1764810698.8736
MEM 89.875000 1764810698.9788
MEM 89.875000 1764810699.0796
MEM 89.875000 1764810699.1847
MEM 89.875000 1764810699.2898
MEM 89.875000 1764810699.3949
MEM 89.875000 1764810699.5000
MEM 89.875000 1764810699.6046
MEM 89.875000 1764810699.7097
MEM 89.875000 1764810699.8148
MEM 89.875000 1764810699.9199
MEM 89.875000 1764810700.0250
MEM 88.937500 1764810700.1272
MEM 87.781250 1764810700.2278
MEM 87.781250 1764810700.3284
MEM 87.781250 1764810700.4287
MEM 87.781250 1764810700.5338
MEM 87.781250 1764810700.6389
MEM 87.781250 1764810700.7427
MEM 87.781250 1764810700.8441
MEM 87.781250 1764810700.9477
MEM 87.781250 1764810701.0491
MEM 87.781250 1764810701.1542
MEM 87.781250 1764810701.2594
MEM 87.781250 1764810701.3631
MEM 87.781250 1764810701.4682
MEM 87.781250 1764810701.5733
MEM 87.781250 1764810701.6760
MEM 87.781250 1764810701.7812
MEM 87.781250 1764810701.8842
MEM 87.781250 1764810701.9893
MEM 87.781250 1764810702.0945
MEM 87.781250 1764810702.1996
MEM 87.781250 1764810702.3062
MEM 87.781250 1764810702.4113
MEM 87.781250 1764810702.5130
MEM 87.781250 1764810702.6181
MEM 87.781250 1764810702.7233
MEM 87.781250 1764810702.8285
MEM 87.781250 1764810702.9338
MEM 87.781250 1764810703.0381
MEM 87.781250 1764810703.1432
MEM 87.781250 1764810703.2484
MEM 87.781250 1764810703.3535
MEM 87.781250 1764810703.4562
MEM 87.781250 1764810703.5614
MEM 87.781250 1764810703.6665
MEM 87.781250 1764810703.7716
MEM 87.781250 1764810703.8767
MEM 87.781250 1764810703.9818
MEM 87.781250 1764810704.0869
MEM 87.781250 1764810704.1919
MEM 87.781250 1764810704.2970
MEM 87.781250 1764810704.4021
MEM 87.781250 1764810704.5072
MEM 87.781250 1764810704.6122
MEM 87.781250 1764810704.7173
MEM 87.781250 1764810704.8224
MEM 87.781250 1764810704.9274
MEM 87.781250 1764810705.0325
MEM 87.781250 1764810705.1375
MEM 87.781250 1764810705.2426
MEM 87.781250 1764810705.3477
MEM 87.781250 1764810705.4528
MEM 87.781250 1764810705.5580
MEM 87.781250 1764810705.6630
MEM 87.781250 1764810705.7681
MEM 87.781250 1764810705.8732
MEM 87.781250 1764810705.9783
MEM 87.781250 1764810706.0834
MEM 87.734375 1764810706.1851
MEM 87.734375 1764810706.2902
MEM 87.734375 1764810706.3953
MEM 87.734375 1764810706.5004
MEM 87.734375 1764810706.6030
MEM 87.734375 1764810706.7037
MEM 87.734375 1764810706.8089
MEM 87.734375 1764810706.9140
MEM 87.734375 1764810707.0190
MEM 87.734375 1764810707.1241
MEM 87.734375 1764810707.2292
MEM 87.734375 1764810707.3344
MEM 87.734375 1764810707.4395
MEM 87.734375 1764810707.5437
MEM 87.734375 1764810707.6466
MEM 87.734375 1764810707.7476
MEM 87.734375 1764810707.8517
MEM 87.734375 1764810707.9569
MEM 87.734375 1764810708.0620
MEM 87.734375 1764810708.1671
MEM 87.734375 1764810708.2722
MEM 87.734375 1764810708.3773
MEM 87.734375 1764810708.4824
MEM 87.734375 1764810708.5875
MEM 87.734375 1764810708.6926
MEM 87.734375 1764810708.7977
MEM 87.734375 1764810708.9029
MEM 87.734375 1764810709.0061
MEM 87.734375 1764810709.1112
MEM 87.734375 1764810709.2163
MEM 87.734375 1764810709.3214
MEM 87.734375 1764810709.4266
MEM 87.734375 1764810709.5316
MEM 87.734375 1764810709.6368
MEM 87.734375 1764810709.7419
MEM 87.734375 1764810709.8470
MEM 87.734375 1764810709.9521
MEM 87.734375 1764810710.0571
MEM 87.734375 1764810710.1622
MEM 87.734375 1764810710.2673
MEM 87.734375 1764810710.3724
MEM 87.734375 1764810710.4757
MEM 87.734375 1764810710.5808
MEM 87.734375 1764810710.6859
MEM 87.734375 1764810710.7908
MEM 87.734375 1764810710.8921
MEM 87.734375 1764810710.9972
MEM 87.734375 1764810711.1023
MEM 87.734375 1764810711.2071
MEM 87.734375 1764810711.3122
MEM 87.734375 1764810711.4137
MEM 87.734375 1764810711.5188
MEM 87.734375 1764810711.6221
MEM 87.734375 1764810711.7254
MEM 87.734375 1764810711.8306
MEM 87.734375 1764810711.9357
MEM 87.734375 1764810712.0388
MEM 87.734375 1764810712.1438
MEM 87.734375 1764810712.2489
MEM 87.734375 1764810712.3540
MEM 87.734375 1764810712.4590
MEM 87.734375 1764810712.5641
MEM 87.734375 1764810712.6692
MEM 87.734375 1764810712.7743
MEM 87.734375 1764810712.8794
MEM 87.734375 1764810712.9853
MEM 87.734375 1764810713.0904
MEM 87.734375 1764810713.1955
MEM 87.734375 1764810713.3006
MEM 87.734375 1764810713.4057
MEM 87.734375 1764810713.5108
MEM 87.734375 1764810713.6159
MEM 87.734375 1764810713.7210
MEM 87.734375 1764810713.8261
MEM 87.734375 1764810713.9312
MEM 87.734375 1764810714.0363
MEM 87.734375 1764810714.1414
MEM 87.734375 1764810714.2444
MEM 87.734375 1764810714.3496
MEM 87.734375 1764810714.4546
MEM 87.734375 1764810714.5587
MEM 87.734375 1764810714.6638
MEM 87.734375 1764810714.7690
MEM 87.734375 1764810714.8741
MEM 87.734375 1764810714.9792
MEM 87.734375 1764810715.0837
MEM 87.734375 1764810715.1889
MEM 87.734375 1764810715.2940
MEM 87.734375 1764810715.3991
MEM 87.734375 1764810715.5042
MEM 87.734375 1764810715.6094
MEM 87.734375 1764810715.7145
MEM 87.734375 1764810715.8196
MEM 87.734375 1764810715.9248
MEM 87.734375 1764810716.0259
MEM 87.734375 1764810716.1310
MEM 87.734375 1764810716.2361
MEM 87.734375 1764810716.3413
MEM 87.734375 1764810716.4464
MEM 87.734375 1764810716.5504
MEM 87.734375 1764810716.6555
MEM 87.734375 1764810716.7607
MEM 87.734375 1764810716.8640
MEM 87.734375 1764810716.9692
MEM 87.734375 1764810717.0744
MEM 87.734375 1764810717.1794
MEM 87.734375 1764810717.2845
MEM 87.734375 1764810717.3896
MEM 87.734375 1764810717.4947
MEM 87.734375 1764810717.5998
MEM 87.734375 1764810717.7050
MEM 87.734375 1764810717.8101
MEM 87.734375 1764810717.9152
MEM 87.734375 1764810718.0204
MEM 87.734375 1764810718.1255
