CMDLINE python3 pipeline.py
MEM 5535.609375 1764810654.3801
MEM 5535.609375 1764810654.4855
MEM 5535.609375 1764810654.5880
MEM 5535.609375 1764810654.6933
MEM 5535.609375 1764810654.7985
MEM 5535.609375 1764810654.9038
MEM 5535.609375 1764810655.0052
MEM 5535.609375 1764810655.1087
MEM 5535.609375 1764810655.2135
MEM 5535.609375 1764810655.3188
MEM 5535.609375 1764810655.4240
MEM 5535.609375 1764810655.5268
MEM 5535.609375 1764810655.6300
MEM 5535.609375 1764810655.7349
MEM 5535.609375 1764810655.8403
MEM 5535.609375 1764810655.9416
MEM 5535.609375 1764810656.0468
MEM 5535.609375 1764810656.1519
MEM 5535.609375 1764810656.2571
MEM 5535.609375 1764810656.3623
MEM 5535.609375 1764810656.4674
MEM 5535.609375 1764810656.5726
MEM 5535.609375 1764810656.6777
MEM 5535.609375 1764810656.7800
MEM 5535.609375 1764810656.8852
MEM 5535.609375 1764810656.9904
MEM 5535.609375 1764810657.0955
MEM 5535.609375 1764810657.2007
MEM 5535.609375 1764810657.3059
MEM 5535.609375 1764810657.4110
MEM 5535.609375 1764810657.5164
MEM 5535.609375 1764810657.6187
MEM 5535.609375 1764810657.7240
MEM 5535.609375 1764810657.8293
MEM 5535.609375 1764810657.9320
MEM 5535.609375 1764810658.0373
MEM 5535.609375 1764810658.1389
MEM 5535.609375 1764810658.2441
MEM 5535.609375 1764810658.3495
MEM 5535.609375 1764810658.4521
MEM 5535.609375 1764810658.5564
MEM 5535.609375 1764810658.6617
MEM 5535.609375 1764810658.7669
MEM 5535.609375 1764810658.8720
MEM 5535.609375 1764810658.9760
MEM 5535.609375 1764810659.0808
MEM 5535.609375 1764810659.1856
MEM 5535.609375 1764810659.2909
MEM 5535.609375 1764810659.3962
MEM 5535.609375 1764810659.5014
MEM 5535.609375 1764810659.6026
MEM 5535.609375 1764810659.7068
MEM 5535.609375 1764810659.8087
MEM 5535.609375 1764810659.9102
MEM 5535.609375 1764810660.0134
MEM 5535.609375 1764810660.1187
MEM 5535.609375 1764810660.2214
MEM 5535.609375 1764810660.3217
MEM 5535.609375 1764810660.4229
MEM 5535.609375 1764810660.5263
MEM 5535.609375 1764810660.6315
MEM 5535.609375 1764810660.7370
MEM 5535.609375 1764810660.8383
MEM 5535.609375 1764810660.9436
MEM 5535.609375 1764810661.0489
MEM 5535.609375 1764810661.1542
MEM 5535.609375 1764810661.2597
MEM 5535.609375 1764810661.3629
MEM 5535.609375 1764810661.4680
MEM 5535.609375 1764810661.5711
MEM 5535.609375 1764810661.6763
MEM 5535.609375 1764810661.7814
MEM 5535.609375 1764810661.8840
MEM 5535.609375 1764810661.9867
MEM 5535.609375 1764810662.0870
MEM 5535.609375 1764810662.1914
MEM 5535.609375 1764810662.2967
MEM 5535.609375 1764810662.4020
MEM 5535.609375 1764810662.5052
MEM 5535.609375 1764810662.6105
MEM 5535.609375 1764810662.7158
MEM 5535.609375 1764810662.8179
MEM 5535.609375 1764810662.9214
MEM 5535.609375 1764810663.0266
MEM 5535.609375 1764810663.1319
MEM 5535.609375 1764810663.2371
MEM 5535.609375 1764810663.3385
MEM 5535.609375 1764810663.4425
MEM 5535.609375 1764810663.5474
MEM 5535.609375 1764810663.6501
MEM 5535.609375 1764810663.7552
MEM 5535.609375 1764810663.8572
MEM 5535.609375 1764810663.9626
MEM 5535.609375 1764810664.0681
MEM 5535.609375 1764810664.1720
MEM 5535.609375 1764810664.2773
MEM 5535.609375 1764810664.3826
MEM 5535.609375 1764810664.4874
MEM 5535.609375 1764810664.5927
MEM 5535.609375 1764810664.6958
MEM 5535.609375 1764810664.7982
MEM 5535.609375 1764810664.9035
MEM 5535.609375 1764810665.0087
MEM 5535.609375 1764810665.1106
MEM 5535.609375 1764810665.2141
MEM 5535.609375 1764810665.3178
MEM 5535.609375 1764810665.4225
MEM 5535.609375 1764810665.5244
MEM 5535.609375 1764810665.6294
MEM 5535.609375 1764810665.7314
MEM 5535.609375 1764810665.8350
MEM 5535.609375 1764810665.9365
MEM 5535.609375 1764810666.0418
MEM 5535.609375 1764810666.1470
MEM 5535.609375 1764810666.2519
MEM 5535.609375 1764810666.3535
MEM 5535.609375 1764810666.4587
MEM 5535.609375 1764810666.5614
MEM 5535.609375 1764810666.6652
MEM 5535.609375 1764810666.7672
MEM 5535.609375 1764810666.8724
MEM 5535.609375 1764810666.9778
MEM 5535.609375 1764810667.0814
MEM 5535.609375 1764810667.1820
MEM 5535.609375 1764810667.2844
MEM 5535.609375 1764810667.3897
MEM 5535.609375 1764810667.4920
MEM 5535.609375 1764810667.5959
MEM 5535.609375 1764810667.6982
MEM 5535.609375 1764810667.8037
MEM 5535.609375 1764810667.9066
MEM 5535.609375 1764810668.0087
MEM 5535.609375 1764810668.1138
MEM 5535.609375 1764810668.2190
MEM 5535.609375 1764810668.3193
MEM 5535.609375 1764810668.4246
MEM 5535.609375 1764810668.5299
MEM 5535.609375 1764810668.6344
MEM 5535.609375 1764810668.7376
MEM 5535.609375 1764810668.8429
MEM 5535.609375 1764810668.9482
MEM 5535.609375 1764810669.0509
MEM 5535.609375 1764810669.1562
MEM 5535.609375 1764810669.2598
MEM 5535.609375 1764810669.3615
MEM 5535.609375 1764810669.4656
MEM 5535.609375 1764810669.5677
MEM 5535.609375 1764810669.6709
MEM 5535.609375 1764810669.7764
MEM 5535.609375 1764810669.8815
MEM 5535.609375 1764810669.9869
MEM 5535.609375 1764810670.0879
MEM 5535.609375 1764810670.1892
MEM 5535.609375 1764810670.2927
MEM 5535.609375 1764810670.3980
MEM 5535.609375 1764810670.5003
MEM 5535.609375 1764810670.6042
MEM 5535.609375 1764810670.7093
MEM 5535.609375 1764810670.8099
MEM 5535.609375 1764810670.9119
MEM 5535.609375 1764810671.0142
MEM 5535.609375 1764810671.1195
MEM 5535.609375 1764810671.2248
MEM 5535.609375 1764810671.3264
MEM 5535.609375 1764810671.4306
MEM 5535.609375 1764810671.5326
MEM 5535.609375 1764810671.6380
MEM 5535.609375 1764810671.7426
MEM 5535.609375 1764810671.8478
MEM 5535.609375 1764810671.9531
MEM 5535.609375 1764810672.0585
MEM 5535.609375 1764810672.1634
MEM 5535.609375 1764810672.2673
MEM 5535.609375 1764810672.3726
MEM 5535.609375 1764810672.4780
MEM 5535.609375 1764810672.5832
MEM 5535.609375 1764810672.6884
MEM 5535.609375 1764810672.7908
MEM 5535.609375 1764810672.8962
MEM 5535.609375 1764810673.0014
MEM 5535.609375 1764810673.1051
MEM 5535.609375 1764810673.2104
MEM 5535.609375 1764810673.3148
MEM 5535.609375 1764810673.4200
MEM 5535.609375 1764810673.5226
MEM 5535.609375 1764810673.6278
MEM 5535.609375 1764810673.7332
MEM 5535.609375 1764810673.8344
MEM 5535.609375 1764810673.9397
MEM 5535.609375 1764810674.0450
MEM 5535.609375 1764810674.1504
MEM 5535.609375 1764810674.2524
MEM 5535.609375 1764810674.3552
MEM 5535.609375 1764810674.4589
MEM 5535.609375 1764810674.5641
MEM 5535.609375 1764810674.6692
MEM 5535.609375 1764810674.7741
MEM 5535.609375 1764810674.8792
MEM 5535.609375 1764810674.9811
MEM 5535.609375 1764810675.0838
MEM 5535.609375 1764810675.1891
MEM 5535.609375 1764810675.2945
MEM 5535.609375 1764810675.3986
MEM 5535.609375 1764810675.5039
MEM 5535.609375 1764810675.6062
MEM 5535.609375 1764810675.7098
MEM 5535.609375 1764810675.8151
MEM 5535.609375 1764810675.9171
MEM 5535.609375 1764810676.0199
MEM 5535.609375 1764810676.1210
MEM 5535.609375 1764810676.2263
MEM 5535.609375 1764810676.3317
MEM 5535.609375 1764810676.4367
MEM 5535.609375 1764810676.5416
MEM 5535.609375 1764810676.6470
MEM 5535.609375 1764810676.7522
MEM 5535.609375 1764810676.8563
MEM 5535.609375 1764810676.9593
MEM 5535.609375 1764810677.0634
MEM 5535.609375 1764810677.1646
MEM 5535.609375 1764810677.2676
MEM 5535.609375 1764810677.3727
MEM 5535.609375 1764810677.4778
MEM 5535.609375 1764810677.5812
MEM 5535.609375 1764810677.6866
MEM 5535.609375 1764810677.7909
MEM 5535.609375 1764810677.8959
MEM 5535.609375 1764810677.9968
MEM 5535.609375 1764810678.1000
MEM 5535.609375 1764810678.2053
MEM 5535.609375 1764810678.3106
MEM 5535.609375 1764810678.4125
MEM 5535.609375 1764810678.5172
MEM 5535.609375 1764810678.6227
MEM 5535.609375 1764810678.7279
MEM 5535.609375 1764810678.8332
MEM 5535.609375 1764810678.9370
MEM 5535.609375 1764810679.0424
MEM 5535.609375 1764810679.1476
MEM 5535.609375 1764810679.2517
MEM 5535.609375 1764810679.3559
MEM 5535.609375 1764810679.4563
MEM 5535.609375 1764810679.5576
MEM 5535.609375 1764810679.6629
MEM 5535.609375 1764810679.7681
MEM 5535.609375 1764810679.8733
MEM 5535.609375 1764810679.9771
MEM 5535.609375 1764810680.0813
MEM 5535.609375 1764810680.1833
MEM 5535.609375 1764810680.2869
MEM 5535.609375 1764810680.3890
MEM 5535.609375 1764810680.4933
MEM 5535.609375 1764810680.5985
MEM 5535.609375 1764810680.7037
MEM 5535.609375 1764810680.8049
MEM 5535.609375 1764810680.9100
MEM 5535.609375 1764810681.0134
MEM 5535.609375 1764810681.1141
MEM 5535.609375 1764810681.2194
MEM 5535.609375 1764810681.3248
MEM 5535.609375 1764810681.4302
MEM 5535.609375 1764810681.5320
MEM 5535.609375 1764810681.6371
MEM 5535.609375 1764810681.7422
MEM 5535.609375 1764810681.8473
MEM 5535.609375 1764810681.9502
MEM 5535.609375 1764810682.0553
MEM 5535.609375 1764810682.1589
MEM 5535.609375 1764810682.2642
MEM 5535.609375 1764810682.3684
MEM 5535.609375 1764810682.4736
MEM 5535.609375 1764810682.5787
MEM 5535.609375 1764810682.6840
MEM 5535.609375 1764810682.7891
MEM 5535.609375 1764810682.8943
MEM 5535.609375 1764810682.9994
MEM 5535.609375 1764810683.1046
MEM 5535.609375 1764810683.2097
MEM 5535.609375 1764810683.3149
MEM 5535.609375 1764810683.4200
MEM 5535.609375 1764810683.5251
MEM 5535.609375 1764810683.6282
MEM 5535.609375 1764810683.7334
MEM 5535.609375 1764810683.8369
MEM 5535.609375 1764810683.9420
MEM 5535.609375 1764810684.0471
MEM 5535.609375 1764810684.1518
MEM 5535.609375 1764810684.2570
MEM 5535.609375 1764810684.3622
MEM 5535.609375 1764810684.4674
MEM 5535.609375 1764810684.5725
MEM 5535.609375 1764810684.6777
MEM 5535.609375 1764810684.7828
MEM 5535.609375 1764810684.8879
MEM 5535.609375 1764810684.9922
MEM 5535.609375 1764810685.0973
MEM 5535.609375 1764810685.2006
MEM 5535.609375 1764810685.3056
MEM 5535.609375 1764810685.4089
MEM 5535.609375 1764810685.5139
MEM 5535.609375 1764810685.6172
MEM 5535.609375 1764810685.7222
MEM 5535.609375 1764810685.8224
MEM 5535.609375 1764810685.9264
MEM 5535.609375 1764810686.0317
MEM 5535.609375 1764810686.1328
MEM 5535.609375 1764810686.2340
MEM 5535.609375 1764810686.3354
MEM 5535.609375 1764810686.4407
MEM 5535.609375 1764810686.5459
MEM 5535.609375 1764810686.6496
MEM 5535.609375 1764810686.7544
MEM 5535.609375 1764810686.8580
MEM 5535.609375 1764810686.9587
MEM 5535.609375 1764810687.0627
MEM 5535.609375 1764810687.1664
MEM 5535.609375 1764810687.2705
MEM 5535.609375 1764810687.3757
MEM 5535.609375 1764810687.4808
MEM 5535.609375 1764810687.5860
MEM 5535.609375 1764810687.6912
MEM 5535.609375 1764810687.7938
MEM 5535.609375 1764810687.8941
MEM 5535.609375 1764810687.9993
MEM 5535.609375 1764810688.1045
MEM 5535.609375 1764810688.2089
MEM 5535.609375 1764810688.3126
MEM 5535.609375 1764810688.4173
MEM 5535.609375 1764810688.5224
MEM 5535.609375 1764810688.6275
MEM 5535.609375 1764810688.7325
MEM 5535.609375 1764810688.8376
MEM 5535.609375 1764810688.9422
MEM 5535.609375 1764810689.0473
MEM 5535.609375 1764810689.1523
MEM 5535.609375 1764810689.2568
MEM 5535.609375 1764810689.3589
MEM 5535.609375 1764810689.4608
MEM 5535.609375 1764810689.5660
MEM 5535.625000 1764810689.6682
MEM 5535.625000 1764810689.7696
MEM 5535.625000 1764810689.8748
MEM 5535.625000 1764810689.9800
MEM 5535.625000 1764810690.0852
MEM 5535.625000 1764810690.1902
MEM 5535.625000 1764810690.2923
MEM 5535.625000 1764810690.3975
MEM 5535.625000 1764810690.5025
MEM 5535.625000 1764810690.6058
MEM 5535.625000 1764810690.7089
MEM 5535.625000 1764810690.8114
MEM 5535.625000 1764810690.9165
MEM 5535.625000 1764810691.0217
MEM 5535.625000 1764810691.1268
MEM 5535.625000 1764810691.2308
MEM 5535.625000 1764810691.3331
MEM 5535.625000 1764810691.4373
MEM 5535.625000 1764810691.5422
MEM 5535.625000 1764810691.6473
MEM 5535.625000 1764810691.7505
MEM 5535.625000 1764810691.8518
MEM 5535.625000 1764810691.9520
MEM 5535.625000 1764810692.0571
MEM 5535.625000 1764810692.1623
MEM 5535.625000 1764810692.2643
MEM 5535.625000 1764810692.3694
MEM 5535.625000 1764810692.4746
MEM 5535.625000 1764810692.5796
MEM 5535.625000 1764810692.6848
MEM 5535.625000 1764810692.7900
MEM 5535.625000 1764810692.8952
MEM 5535.625000 1764810692.9984
MEM 5535.625000 1764810693.1008
MEM 5535.625000 1764810693.2059
MEM 5535.625000 1764810693.3109
MEM 5535.625000 1764810693.4160
MEM 5535.625000 1764810693.5211
MEM 5535.625000 1764810693.6255
MEM 5535.625000 1764810693.7257
MEM 5535.625000 1764810693.8309
MEM 5535.625000 1764810693.9334
MEM 5535.625000 1764810694.0386
MEM 5535.625000 1764810694.1423
MEM 5535.625000 1764810694.2475
MEM 5535.625000 1764810694.3526
MEM 5535.625000 1764810694.4575
MEM 5535.625000 1764810694.5589
MEM 5535.625000 1764810694.6641
MEM 5535.625000 1764810694.7692
MEM 5535.625000 1764810694.8744
MEM 5535.625000 1764810694.9756
MEM 5535.625000 1764810695.0808
MEM 5535.625000 1764810695.1859
MEM 5535.625000 1764810695.2910
MEM 5535.625000 1764810695.3962
MEM 5535.625000 1764810695.4964
MEM 5535.625000 1764810695.6015
MEM 5535.625000 1764810695.7067
MEM 5535.625000 1764810695.8119
MEM 5535.625000 1764810695.9170
MEM 5535.625000 1764810696.0221
MEM 5535.625000 1764810696.1234
MEM 5535.625000 1764810696.2286
MEM 5535.625000 1764810696.3338
MEM 5535.625000 1764810696.4390
MEM 5535.625000 1764810696.5442
MEM 5535.625000 1764810696.6465
MEM 5535.625000 1764810696.7516
MEM 5535.625000 1764810696.8568
MEM 5535.625000 1764810696.9619
MEM 5535.625000 1764810697.0630
MEM 5535.625000 1764810697.1681
MEM 5535.625000 1764810697.2732
MEM 5535.625000 1764810697.3783
MEM 5535.625000 1764810697.4834
MEM 5535.625000 1764810697.5887
MEM 5535.625000 1764810697.6933
MEM 5535.625000 1764810697.7984
MEM 5535.625000 1764810697.9032
MEM 5535.625000 1764810698.0083
MEM 5535.625000 1764810698.1135
MEM 5535.625000 1764810698.2186
MEM 5535.625000 1764810698.3237
MEM 5535.625000 1764810698.4289
MEM 5535.625000 1764810698.5305
MEM 5535.625000 1764810698.6356
MEM 5535.625000 1764810698.7407
MEM 5535.625000 1764810698.8459
MEM 5535.625000 1764810698.9511
MEM 5535.625000 1764810699.0562
MEM 5535.625000 1764810699.1613
MEM 5535.625000 1764810699.2665
MEM 5535.625000 1764810699.3716
MEM 5535.625000 1764810699.4768
MEM 5535.625000 1764810699.5819
MEM 5535.625000 1764810699.6872
MEM 5535.625000 1764810699.7923
MEM 5535.625000 1764810699.8974
MEM 5535.625000 1764810700.0026
MEM 5510.515625 1764810700.1033
MEM 4678.968750 1764810700.2057
MEM 3825.796875 1764810700.3070
MEM 3023.578125 1764810700.4075
MEM 2874.906250 1764810700.5107
MEM 2874.906250 1764810700.6159
MEM 2874.906250 1764810700.7205
MEM 2366.015625 1764810700.8242
MEM 1509.015625 1764810700.9378
MEM 716.406250 1764810701.0412
MEM 101.609375 1764810701.1446
MEM 101.593750 1764810701.2456
MEM 101.593750 1764810701.3507
MEM 101.593750 1764810701.4540
MEM 101.593750 1764810701.5553
MEM 101.593750 1764810701.6556
MEM 101.593750 1764810701.7580
MEM 101.593750 1764810701.8631
MEM 101.593750 1764810701.9682
MEM 101.593750 1764810702.0734
MEM 101.593750 1764810702.1785
MEM 101.593750 1764810702.2837
MEM 101.593750 1764810702.3888
MEM 101.593750 1764810702.4894
MEM 101.593750 1764810702.5945
MEM 101.593750 1764810702.6963
MEM 101.593750 1764810702.8008
MEM 101.593750 1764810702.9040
MEM 101.593750 1764810703.0093
MEM 101.593750 1764810703.1144
MEM 101.593750 1764810703.2195
MEM 101.593750 1764810703.3248
MEM 101.593750 1764810703.4299
MEM 101.593750 1764810703.5346
MEM 101.593750 1764810703.6353
MEM 101.593750 1764810703.7414
MEM 101.593750 1764810703.8465
MEM 101.593750 1764810703.9517
MEM 101.593750 1764810704.0568
MEM 101.593750 1764810704.1619
MEM 101.593750 1764810704.2670
MEM 101.593750 1764810704.3721
MEM 101.593750 1764810704.4773
MEM 101.593750 1764810704.5824
MEM 101.593750 1764810704.6876
MEM 101.593750 1764810704.7927
MEM 101.593750 1764810704.8978
MEM 101.593750 1764810705.0029
MEM 101.593750 1764810705.1080
MEM 101.593750 1764810705.2131
MEM 101.593750 1764810705.3182
MEM 101.593750 1764810705.4215
MEM 101.593750 1764810705.5267
MEM 101.593750 1764810705.6291
MEM 101.593750 1764810705.7340
MEM 101.593750 1764810705.8377
MEM 101.593750 1764810705.9428
MEM 101.593750 1764810706.0462
MEM 101.578125 1764810706.1513
MEM 101.578125 1764810706.2564
MEM 101.578125 1764810706.3615
MEM 101.578125 1764810706.4629
MEM 101.578125 1764810706.5667
MEM 101.578125 1764810706.6717
MEM 101.578125 1764810706.7755
MEM 101.578125 1764810706.8806
MEM 101.578125 1764810706.9857
MEM 101.578125 1764810707.0895
MEM 101.578125 1764810707.1897
MEM 101.578125 1764810707.2949
MEM 101.578125 1764810707.4000
MEM 101.578125 1764810707.5051
MEM 101.578125 1764810707.6088
MEM 101.578125 1764810707.7140
MEM 101.578125 1764810707.8191
MEM 101.578125 1764810707.9243
MEM 101.578125 1764810708.0293
MEM 101.578125 1764810708.1345
MEM 101.578125 1764810708.2396
MEM 101.578125 1764810708.3447
MEM 101.578125 1764810708.4492
MEM 101.578125 1764810708.5544
MEM 101.578125 1764810708.6595
MEM 101.578125 1764810708.7646
MEM 101.578125 1764810708.8697
MEM 101.578125 1764810708.9749
MEM 101.578125 1764810709.0783
MEM 101.578125 1764810709.1834
MEM 101.578125 1764810709.2885
MEM 101.578125 1764810709.3937
MEM 101.578125 1764810709.4988
MEM 101.578125 1764810709.6005
MEM 101.578125 1764810709.7056
MEM 101.578125 1764810709.8107
MEM 101.578125 1764810709.9159
MEM 101.578125 1764810710.0210
MEM 101.578125 1764810710.1262
MEM 101.578125 1764810710.2313
MEM 101.578125 1764810710.3363
MEM 101.578125 1764810710.4414
MEM 101.578125 1764810710.5465
MEM 101.578125 1764810710.6516
MEM 101.578125 1764810710.7567
MEM 101.578125 1764810710.8619
MEM 101.578125 1764810710.9669
MEM 101.578125 1764810711.0671
MEM 101.578125 1764810711.1688
MEM 101.578125 1764810711.2739
MEM 101.578125 1764810711.3754
MEM 101.578125 1764810711.4804
MEM 101.578125 1764810711.5855
MEM 101.578125 1764810711.6906
MEM 101.578125 1764810711.7958
MEM 101.578125 1764810711.9009
MEM 101.578125 1764810712.0021
MEM 101.578125 1764810712.1072
MEM 101.578125 1764810712.2106
MEM 101.578125 1764810712.3157
MEM 101.578125 1764810712.4204
MEM 101.578125 1764810712.5255
MEM 101.578125 1764810712.6305
MEM 101.578125 1764810712.7357
MEM 101.578125 1764810712.8408
MEM 101.578125 1764810712.9442
MEM 101.578125 1764810713.0493
MEM 101.578125 1764810713.1544
MEM 101.578125 1764810713.2595
MEM 101.578125 1764810713.3647
MEM 101.578125 1764810713.4697
MEM 101.578125 1764810713.5749
MEM 101.578125 1764810713.6800
MEM 101.578125 1764810713.7851
MEM 101.578125 1764810713.8902
MEM 101.578125 1764810713.9954
MEM 101.578125 1764810714.1005
MEM 101.578125 1764810714.2056
MEM 101.578125 1764810714.3107
MEM 101.578125 1764810714.4158
MEM 101.578125 1764810714.5210
MEM 101.578125 1764810714.6261
MEM 101.578125 1764810714.7313
MEM 101.578125 1764810714.8364
MEM 101.578125 1764810714.9416
MEM 101.578125 1764810715.0421
MEM 101.578125 1764810715.1472
MEM 101.578125 1764810715.2524
MEM 101.578125 1764810715.3575
MEM 101.578125 1764810715.4626
MEM 101.578125 1764810715.5678
MEM 101.578125 1764810715.6729
MEM 101.578125 1764810715.7780
MEM 101.578125 1764810715.8831
MEM 101.578125 1764810715.9882
MEM 101.578125 1764810716.0933
MEM 101.578125 1764810716.1985
MEM 101.578125 1764810716.3035
MEM 101.578125 1764810716.4087
MEM 101.578125 1764810716.5138
MEM 101.578125 1764810716.6190
MEM 101.578125 1764810716.7241
MEM 101.578125 1764810716.8292
MEM 101.578125 1764810716.9344
MEM 101.578125 1764810717.0395
MEM 101.578125 1764810717.1446
MEM 101.578125 1764810717.2498
MEM 101.578125 1764810717.3549
MEM 101.578125 1764810717.4600
MEM 101.578125 1764810717.5651
MEM 101.578125 1764810717.6703
MEM 101.578125 1764810717.7754
MEM 101.578125 1764810717.8806
MEM 101.578125 1764810717.9857
MEM 101.578125 1764810718.0908
MEM 101.578125 1764810718.1960
MEM 101.578125 1764810718.3011
MEM 101.578125 1764810718.4063
MEM 101.578125 1764810718.5114
MEM 101.578125 1764810718.6166
MEM 101.578125 1764810718.7217
MEM 101.578125 1764810718.8269
MEM 101.578125 1764810718.9320
MEM 101.578125 1764810719.0372
MEM 101.578125 1764810719.1423
MEM 101.578125 1764810719.2474
MEM 101.578125 1764810719.3525
MEM 101.578125 1764810719.4538
MEM 101.578125 1764810719.5586
MEM 101.578125 1764810719.6637
MEM 101.578125 1764810719.7688
MEM 101.578125 1764810719.8740
MEM 101.578125 1764810719.9791
MEM 101.578125 1764810720.0837
MEM 101.578125 1764810720.1887
MEM 101.578125 1764810720.2939
MEM 101.578125 1764810720.3990
MEM 101.578125 1764810720.5028
MEM 101.578125 1764810720.6080
MEM 101.578125 1764810720.7087
MEM 101.578125 1764810720.8138
MEM 101.578125 1764810720.9190
MEM 101.578125 1764810721.0241
MEM 101.578125 1764810721.1291
MEM 101.578125 1764810721.2343
MEM 101.578125 1764810721.3395
MEM 101.578125 1764810721.4447
MEM 101.578125 1764810721.5498
MEM 101.578125 1764810721.6546
MEM 101.578125 1764810721.7597
MEM 101.578125 1764810721.8613
MEM 101.578125 1764810721.9661
MEM 101.578125 1764810722.0684
